"code_product","year_month_full","margin"
"AC3192B",2021-08-01,3007.7475
"AC3193B",2021-08-01,6902.0625
"BT4001G",2021-08-01,775.83375
"CA1148V",2021-08-01,11669.8
"CA1159A",2021-08-01,8781.475
"CA1160A",2021-08-01,33262.4625
"CA1161V",2021-08-01,2710.03875
"CA1162V",2021-08-01,1136.51625
"CA1163B",2021-08-01,1567.04
"CA1165A",2021-08-01,20630.08125
"CA1166V",2021-08-01,2473.54625
"CA1167V",2021-08-01,4670.1325
"CA1201A",2021-08-01,16226.61625
"CA1202A",2021-08-01,59504.85
"CA1301A",2021-08-01,70607.57
"CA1302A",2021-08-01,124455.5895
"CA1303A",2021-08-01,87831.458
"PP2217B",2021-08-01,541.63
"PP2218B",2021-08-01,325.58125
"PP2224B",2021-08-01,269.78125
"PP2272B",2021-08-01,682.53125
"AC1160T",2021-09-01,810.98625
"AC1161T",2021-09-01,759.62625
"AC1201B",2021-09-01,1277.70875
"AC1202B",2021-09-01,550.96625
"AC1203B",2021-09-01,433.63
"AC1204B",2021-09-01,254.5875
"AC3104B",2021-09-01,4128.28125
"AC3191B",2021-09-01,87.3875
"AC3192B",2021-09-01,5247.53875
"AC3193B",2021-09-01,10802.07625
"BT4001G",2021-09-01,677.38875
"CA1148V",2021-09-01,13554.06875
"CA1159A",2021-09-01,9235.5875
"CA1160A",2021-09-01,40337.91875
"CA1161V",2021-09-01,4257.31625
"CA1162V",2021-09-01,1909.31125
"CA1163B",2021-09-01,2704.43375
"CA1165A",2021-09-01,28380.30625
"CA1166V",2021-09-01,5629.63
"CA1167V",2021-09-01,9438.5875
"CA1201A",2021-09-01,27575.04475
"CA1202A",2021-09-01,83690.62525
"CA1301A",2021-09-01,133221.52975
"CA1302A",2021-09-01,178625.89725
"CA1303A",2021-09-01,87068.8935
"PP2217B",2021-09-01,1152.475
"PP2218B",2021-09-01,740.7075
"PP2224B",2021-09-01,587.03375
"PP2272B",2021-09-01,1236.0925
"AC1160T",2021-10-01,1089.9275
"AC1161T",2021-10-01,709.695
"AC1201B",2021-10-01,1194.0425
"AC1202B",2021-10-01,619.77875
"AC1203B",2021-10-01,497.635
"AC1204B",2021-10-01,227.72875
"AC3104B",2021-10-01,4003.125
"AC3191B",2021-10-01,47.4
"AC3192B",2021-10-01,5292.80625
"AC3193B",2021-10-01,10927.33875
"BT4001G",2021-10-01,586.6
"CA1148V",2021-10-01,14424.225
"CA1159A",2021-10-01,9113.375
"CA1160A",2021-10-01,40793.075
"CA1161V",2021-10-01,3682.45125
"CA1162V",2021-10-01,2185.6725
"CA1163B",2021-10-01,2911.00625
"CA1165A",2021-10-01,29742.99375
"CA1166V",2021-10-01,11391.88
"CA1167V",2021-10-01,10705.40875
"CA1201A",2021-10-01,32764.82225
"CA1202A",2021-10-01,90184.89025
"CA1301A",2021-10-01,104454.23825
"CA1302A",2021-10-01,195105.02825
"CA1303A",2021-10-01,99366.08775
"PP2217B",2021-10-01,1159.99125
"PP2218B",2021-10-01,714.10625
"PP2224B",2021-10-01,547.9725
"PP2272B",2021-10-01,1295.47625
"AC1160T",2021-11-01,924.7125
"AC1161T",2021-11-01,543.67125
"AC1201B",2021-11-01,1381.22125
"AC1202B",2021-11-01,586.57125
"AC1203B",2021-11-01,458.805
"AC1204B",2021-11-01,239.815
"AC3104B",2021-11-01,3563.79375
"AC3191B",2021-11-01,54.55
"AC3192B",2021-11-01,4678.25
"AC3193B",2021-11-01,9659.39625
"BT4001G",2021-11-01,572.4775
"CA1148V",2021-11-01,11617.0125
"CA1159A",2021-11-01,8346.675
"CA1160A",2021-11-01,37728.65625
"CA1161V",2021-11-01,4488.685
"CA1162V",2021-11-01,1828.72875
"CA1163B",2021-11-01,2526.27625
"CA1165A",2021-11-01,25671.93125
"CA1166V",2021-11-01,6423.3475
"CA1167V",2021-11-01,9275.40875
"CA1201A",2021-11-01,25038.167
"CA1202A",2021-11-01,84847.468
"CA1301A",2021-11-01,84893.85625
"CA1302A",2021-11-01,171517.333
"CA1303A",2021-11-01,97486.19275
"PP2217B",2021-11-01,1245.82875
"PP2218B",2021-11-01,545.19625
"PP2224B",2021-11-01,552.33
"PP2272B",2021-11-01,1208.1
"AC1160T",2021-12-01,475.73625
"AC1161T",2021-12-01,266.40625
"AC1201B",2021-12-01,536.95625
"AC1202B",2021-12-01,278.32875
"AC1203B",2021-12-01,218.7875
"AC1204B",2021-12-01,66.2325
"AC3104B",2021-12-01,1617.01875
"AC3191B",2021-12-01,42.5875
"AC3192B",2021-12-01,2266.9025
"AC3193B",2021-12-01,4790.9875
"BT4001G",2021-12-01,237.48
"CA1148V",2021-12-01,5263.74375
"CA1159A",2021-12-01,4339.95
"CA1160A",2021-12-01,21967.1625
"CA1161V",2021-12-01,5150.6925
"CA1162V",2021-12-01,743.13
"CA1163B",2021-12-01,1097.42875
"CA1165A",2021-12-01,11895.26875
"CA1166V",2021-12-01,2487.05375
"CA1167V",2021-12-01,4137.39875
"CA1201A",2021-12-01,10665.1655
"CA1202A",2021-12-01,41274.6005
"CA1301A",2021-12-01,31823.7095
"CA1302A",2021-12-01,79823.107
"CA1303A",2021-12-01,68331.29975
"PP2217B",2021-12-01,592.92875
"PP2218B",2021-12-01,287.83125
"PP2224B",2021-12-01,233.48
"PP2272B",2021-12-01,589.07625
