"code_product","year_month_full","margin"
"CA1160A",2019-07-01,36000.88125
"CA1161V",2019-07-01,2266.8025
"CA1162V",2019-07-01,1383.62625
"CA1163B",2019-07-01,1912.41625
"CA1165A",2019-07-01,19914.1375
"CA1166V",2019-07-01,2310.37875
"CA1167V",2019-07-01,6833.6
"CA1201A",2019-07-01,23061.65725
"CA1202A",2019-07-01,46772.8115
"CA1301A",2019-07-01,60357.58525
"CA1302A",2019-07-01,109175.59525
"CA1303A",2019-07-01,96012.309
"PP2217B",2019-07-01,336.55
"PP2218B",2019-07-01,281.8325
"PP2224B",2019-07-01,302.3575
"PP2272B",2019-07-01,380.66125
"AC1160T",2019-08-01,390.2625
"AC1161T",2019-08-01,629.6725
"AC1201B",2019-08-01,629.87625
"AC1202B",2019-08-01,229.0825
"AC1203B",2019-08-01,156.0175
"AC1204B",2019-08-01,69.35125
"AC3104B",2019-08-01,1339.0875
"AC3191B",2019-08-01,53.84375
"AC3192B",2019-08-01,2314.31
"AC3193B",2019-08-01,4863.1975
"BT4001G",2019-08-01,554.1525
"CA1148V",2019-08-01,7598.425
"CA1159A",2019-08-01,2562.83125
"CA1160A",2019-08-01,22600.60625
"CA1161V",2019-08-01,1508.73375
"CA1162V",2019-08-01,1039.72
"CA1163B",2019-08-01,1263.1575
"CA1165A",2019-08-01,13812.21875
"CA1166V",2019-08-01,1434.42125
"CA1167V",2019-08-01,2978.7075
"CA1201A",2019-08-01,12425.708
"CA1202A",2019-08-01,30572.06025
"CA1301A",2019-08-01,40507.27325
"CA1302A",2019-08-01,75618.093
"CA1303A",2019-08-01,56746.50775
"PP2217B",2019-08-01,289.72875
"PP2218B",2019-08-01,206.1075
"PP2224B",2019-08-01,188.03375
"PP2272B",2019-08-01,409.04875
"AC1160T",2019-09-01,848.33375
"AC1161T",2019-09-01,669.54125
"AC1201B",2019-09-01,953.66625
"AC1202B",2019-09-01,340.03125
"AC1203B",2019-09-01,338.5775
"AC1204B",2019-09-01,159.31875
"AC3104B",2019-09-01,2515.43125
"AC3191B",2019-09-01,106.325
"AC3192B",2019-09-01,3831.4475
"AC3193B",2019-09-01,8210.75625
"BT4001G",2019-09-01,566.42
"CA1148V",2019-09-01,9932.45
"CA1159A",2019-09-01,3834.3375
"CA1160A",2019-09-01,24839.0875
"CA1161V",2019-09-01,2351.80125
"CA1162V",2019-09-01,1290.76375
"CA1163B",2019-09-01,1964.44625
"CA1165A",2019-09-01,17934.5
"CA1166V",2019-09-01,3544.72875
"CA1167V",2019-09-01,7795.02
"CA1201A",2019-09-01,17713.3275
"CA1202A",2019-09-01,42193.55175
"CA1301A",2019-09-01,79967.47875
"CA1302A",2019-09-01,98210.0405
"CA1303A",2019-09-01,54984.87375
"PP2217B",2019-09-01,625.9475
"PP2218B",2019-09-01,473.3075
"PP2224B",2019-09-01,441.265
"PP2272B",2019-09-01,673.98625
"AC1160T",2019-10-01,1111.82375
"AC1161T",2019-10-01,575.95125
"AC1201B",2019-10-01,1122.93625
"AC1202B",2019-10-01,509.195
"AC1203B",2019-10-01,461.6225
"AC1204B",2019-10-01,189.3025
"AC3104B",2019-10-01,2577.35
"AC3191B",2019-10-01,141.39375
"AC3192B",2019-10-01,4815.15375
"AC3193B",2019-10-01,9528.03625
"BT4001G",2019-10-01,884.075
"CA1148V",2019-10-01,10731.93125
"CA1159A",2019-10-01,3332.61875
"CA1160A",2019-10-01,31795.4
"CA1161V",2019-10-01,2849.50375
"CA1162V",2019-10-01,1591.31375
"CA1163B",2019-10-01,2630.37
"CA1165A",2019-10-01,24656.13125
"CA1166V",2019-10-01,6034.53
"CA1167V",2019-10-01,10854.9075
"CA1201A",2019-10-01,27100.23875
"CA1202A",2019-10-01,54111.91125
"CA1301A",2019-10-01,79034.905
"CA1302A",2019-10-01,133907.255
"CA1303A",2019-10-01,83167.0585
"PP2217B",2019-10-01,703.92375
"PP2218B",2019-10-01,563.84625
"PP2224B",2019-10-01,484.35375
"PP2272B",2019-10-01,802.50125
"AC1160T",2019-11-01,984.7575
"AC1161T",2019-11-01,713.025
"AC1201B",2019-11-01,1154.93375
"AC1202B",2019-11-01,459.95125
"AC1203B",2019-11-01,486.0725
"AC1204B",2019-11-01,145.2025
"AC3104B",2019-11-01,2163.9
"AC3191B",2019-11-01,156.59375
"AC3192B",2019-11-01,4347.1025
"AC3193B",2019-11-01,8445.07
"BT4001G",2019-11-01,718.93625
"CA1148V",2019-11-01,9297.425
"CA1159A",2019-11-01,2883.73125
"CA1160A",2019-11-01,29616.29375
"CA1161V",2019-11-01,3106.99
"CA1162V",2019-11-01,1561.21375
"CA1163B",2019-11-01,2316.46375
"CA1165A",2019-11-01,21921.55
"CA1166V",2019-11-01,5275.90375
"CA1167V",2019-11-01,8040.2725
"CA1201A",2019-11-01,21085.174
"CA1202A",2019-11-01,50505.7505
"CA1301A",2019-11-01,65638.80825
"CA1302A",2019-11-01,122793.637
"CA1303A",2019-11-01,77610.9495
"PP2217B",2019-11-01,734.905
"PP2218B",2019-11-01,578.63125
"PP2224B",2019-11-01,511.75125
"PP2272B",2019-11-01,833.79625
"AC1160T",2019-12-01,816.82375
"AC1161T",2019-12-01,478.145
"AC1201B",2019-12-01,735.9175
"AC1202B",2019-12-01,354.2325
"AC1203B",2019-12-01,334.77
"AC1204B",2019-12-01,181.705
"AC3104B",2019-12-01,1504.30625
"AC3191B",2019-12-01,120.5375
"AC3192B",2019-12-01,3184.23375
"AC3193B",2019-12-01,6786.32375
"BT4001G",2019-12-01,539.625
"CA1148V",2019-12-01,9570.1875
"CA1159A",2019-12-01,2470.85625
"CA1160A",2019-12-01,39322.25
"CA1161V",2019-12-01,20468.8675
"CA1162V",2019-12-01,1159.40625
"CA1163B",2019-12-01,1622.28
"CA1165A",2019-12-01,19644.11875
"CA1166V",2019-12-01,2656.01625
"CA1167V",2019-12-01,6957.28
"CA1201A",2019-12-01,16575.75625
"CA1202A",2019-12-01,43860.364
"CA1301A",2019-12-01,41892.32975
"CA1302A",2019-12-01,98256.799
"CA1303A",2019-12-01,167241.11225
"PP2217B",2019-12-01,551.37875
"PP2218B",2019-12-01,436.195
"PP2224B",2019-12-01,379.91375
"PP2272B",2019-12-01,608.025
"AC1160T",2020-01-01,1514.4425
"AC1161T",2020-01-01,564.14125
"AC1201B",2020-01-01,1287.69625
"AC1202B",2020-01-01,535.47
"AC1203B",2020-01-01,429.63875
"AC1204B",2020-01-01,226.8425
"AC3104B",2020-01-01,2729.55
"AC3191B",2020-01-01,128.95625
"AC3192B",2020-01-01,4657.89125
"AC3193B",2020-01-01,10255.15375
"BT4001G",2020-01-01,729.525
"CA1148V",2020-01-01,10630.075
"CA1159A",2020-01-01,3082.78125
"CA1160A",2020-01-01,33954.3375
"CA1161V",2020-01-01,3325.2325
"CA1162V",2020-01-01,1316.47125
"CA1163B",2020-01-01,2308.885
"CA1165A",2020-01-01,23764.04375
"CA1166V",2020-01-01,3658.95125
"CA1167V",2020-01-01,9826.38
"CA1201A",2020-01-01,20151.37025
"CA1202A",2020-01-01,57924.403
"CA1301A",2020-01-01,117554.61075
"CA1302A",2020-01-01,130871.114
"CA1303A",2020-01-01,64852.27775
"PP2217B",2020-01-01,790.1725
"PP2218B",2020-01-01,671.02375
"PP2224B",2020-01-01,656.4425
"PP2272B",2020-01-01,1009.89
"AC1160T",2020-02-01,1108.5075
"AC1161T",2020-02-01,765.31375
"AC1201B",2020-02-01,1535.49125
"AC1202B",2020-02-01,564.47875
"AC1203B",2020-02-01,461.91
"AC1204B",2020-02-01,370.04875
"AC3104B",2020-02-01,3325.7375
"AC3191B",2020-02-01,187.625
"AC3192B",2020-02-01,4851.6675
"AC3193B",2020-02-01,11083.23
"BT4001G",2020-02-01,762.16625
"CA1148V",2020-02-01,11663.3125
"CA1159A",2020-02-01,4084.06875
"CA1160A",2020-02-01,35852.90625
"CA1161V",2020-02-01,3020.25375
"CA1162V",2020-02-01,1629.48375
"CA1163B",2020-02-01,2306.42625
"CA1165A",2020-02-01,26754.70625
"CA1166V",2020-02-01,4243.28
"CA1167V",2020-02-01,10450.67
"CA1201A",2020-02-01,34071.96625
"CA1202A",2020-02-01,61723.5255
"CA1301A",2020-02-01,99515.7235
"CA1302A",2020-02-01,140421.0685
"CA1303A",2020-02-01,85825.25375
"PP2217B",2020-02-01,837.205
"PP2218B",2020-02-01,704.1125
"PP2224B",2020-02-01,693.07
"PP2272B",2020-02-01,971.72625
"AC1160T",2020-03-01,780.68625
"AC1161T",2020-03-01,519.94
"AC1201B",2020-03-01,1528.54625
"AC1202B",2020-03-01,431.87
"AC1203B",2020-03-01,448.35375
"AC1204B",2020-03-01,181.495
"AC3104B",2020-03-01,2901.45
"AC3191B",2020-03-01,125.10625
"AC3192B",2020-03-01,5269.555
"AC3193B",2020-03-01,11176.395
"BT4001G",2020-03-01,661.34375
"CA1148V",2020-03-01,10824.38125
"CA1159A",2020-03-01,5449.25
"CA1160A",2020-03-01,28714.03125
"CA1161V",2020-03-01,2578.75875
"CA1162V",2020-03-01,1593.6
"CA1163B",2020-03-01,1717.01625
"CA1165A",2020-03-01,28107.24375
"CA1166V",2020-03-01,4318.415
"CA1167V",2020-03-01,7676.16625
"CA1201A",2020-03-01,38431.07775
"CA1202A",2020-03-01,93819.671
"CA1301A",2020-03-01,85885.19225
"CA1302A",2020-03-01,182438.72675
"CA1303A",2020-03-01,97916.39075
"PP2217B",2020-03-01,630.7
"PP2218B",2020-03-01,504.7425
"PP2224B",2020-03-01,502.93125
"PP2272B",2020-03-01,747.985
"AC1160T",2020-04-01,501.185
"AC1161T",2020-04-01,316.51375
"AC1201B",2020-04-01,690.185
"AC1202B",2020-04-01,205.2175
"AC1203B",2020-04-01,159.29625
"AC1204B",2020-04-01,16.7625
"AC3104B",2020-04-01,787.875
"AC3191B",2020-04-01,26.56875
"AC3192B",2020-04-01,2564.63
"AC3193B",2020-04-01,5362.20375
"BT4001G",2020-04-01,447.12375
"CA1148V",2020-04-01,4416.0625
"CA1159A",2020-04-01,3853.525
"CA1160A",2020-04-01,12983.4375
"CA1161V",2020-04-01,1351.37
"CA1162V",2020-04-01,911.09375
"CA1163B",2020-04-01,1199.99125
"CA1165A",2020-04-01,19373.88125
"CA1166V",2020-04-01,1661.5675
"CA1167V",2020-04-01,4406.51875
"CA1201A",2020-04-01,10956.66175
"CA1202A",2020-04-01,63571.1815
"CA1301A",2020-04-01,35360.56675
"CA1302A",2020-04-01,119555.931
"CA1303A",2020-04-01,50093.61725
"PP2217B",2020-04-01,255.31375
"PP2218B",2020-04-01,224.08
"PP2224B",2020-04-01,247.15125
"PP2272B",2020-04-01,331.97625
"AC1160T",2020-05-01,815.61375
"AC1161T",2020-05-01,992.8275
"AC1201B",2020-05-01,976.635
"AC1202B",2020-05-01,349.43
"AC1203B",2020-05-01,376.51625
"AC1204B",2020-05-01,207.5675
"AC3104B",2020-05-01,1705.025
"AC3191B",2020-05-01,62.06875
"AC3192B",2020-05-01,3696.515
"AC3193B",2020-05-01,7376.9875
"BT4001G",2020-05-01,1184.65375
"CA1148V",2020-05-01,7044.81875
"CA1159A",2020-05-01,3083.16875
"CA1160A",2020-05-01,24254.1375
"CA1161V",2020-05-01,2745.7175
"CA1162V",2020-05-01,1547.36875
"CA1163B",2020-05-01,1845.79125
"CA1165A",2020-05-01,21045.3375
"CA1166V",2020-05-01,1952.2225
"CA1167V",2020-05-01,7647.60375
"CA1201A",2020-05-01,12942.68475
"CA1202A",2020-05-01,55738.49125
"CA1301A",2020-05-01,98236.97125
"CA1302A",2020-05-01,103134.5895
"CA1303A",2020-05-01,46326.867
"PP2217B",2020-05-01,507.2875
"PP2218B",2020-05-01,401.92
"PP2224B",2020-05-01,406.2425
"PP2272B",2020-05-01,600.235
"AC1160T",2020-06-01,1214.4625
"AC1161T",2020-06-01,1851.22875
"AC1201B",2020-06-01,1390.1125
"AC1202B",2020-06-01,397.0275
"AC1203B",2020-06-01,422.125
"AC1204B",2020-06-01,254.1325
"AC3104B",2020-06-01,2588.5
"AC3191B",2020-06-01,85.525
"AC3192B",2020-06-01,5345.35
"AC3193B",2020-06-01,10837.35
"BT4001G",2020-06-01,1533.47
"CA1148V",2020-06-01,12548.1625
"CA1159A",2020-06-01,5849.55625
"CA1160A",2020-06-01,39934.26875
"CA1161V",2020-06-01,4105.27625
"CA1162V",2020-06-01,2654.35875
"CA1163B",2020-06-01,2523.5275
"CA1165A",2020-06-01,30486.4375
"CA1166V",2020-06-01,4250.26125
"CA1167V",2020-06-01,11850.2475
"CA1201A",2020-06-01,41245.072
"CA1202A",2020-06-01,73739.6145
"CA1301A",2020-06-01,145771.27775
"CA1302A",2020-06-01,163792.381
"CA1303A",2020-06-01,84809.09325
"PP2217B",2020-06-01,918.6325
"PP2218B",2020-06-01,602.65375
"PP2224B",2020-06-01,651.95375
"PP2272B",2020-06-01,917.43
"AC1160T",2020-07-01,979.945
"AC1161T",2020-07-01,1494.5875
"AC1201B",2020-07-01,1236.18
"AC1202B",2020-07-01,405.7475
"AC1203B",2020-07-01,347.28875
"AC1204B",2020-07-01,196.94
"AC3104B",2020-07-01,2913.44375
"AC3191B",2020-07-01,101.4125
"AC3192B",2020-07-01,5055.13875
"AC3193B",2020-07-01,10269.27375
"BT4001G",2020-07-01,1496.39875
"CA1148V",2020-07-01,22585.4375
"CA1159A",2020-07-01,8123.525
"CA1160A",2020-07-01,56589.9125
"CA1161V",2020-07-01,3367.13625
"CA1162V",2020-07-01,2414.34125
"CA1163B",2020-07-01,2318.03
"CA1165A",2020-07-01,33610.43125
"CA1166V",2020-07-01,3411.72
"CA1167V",2020-07-01,11698.51625
"CA1201A",2020-07-01,42801.30425
"CA1202A",2020-07-01,85425.58875
"CA1301A",2020-07-01,108667.2975
"CA1302A",2020-07-01,202684.632
"CA1303A",2020-07-01,148273.8275
"PP2217B",2020-07-01,708.99125
"PP2218B",2020-07-01,489.45875
"PP2224B",2020-07-01,589.72375
"PP2272B",2020-07-01,710.175
"AC1160T",2020-08-01,629.5725
"AC1161T",2020-08-01,659.70125
"AC1201B",2020-08-01,576.27625
"AC1202B",2020-08-01,186.435
"AC1203B",2020-08-01,149.16375
"AC1204B",2020-08-01,99.985
"AC3104B",2020-08-01,1536.24375
"AC3191B",2020-08-01,17.04375
"AC3192B",2020-08-01,2738.89125
"AC3193B",2020-08-01,5737.5025
"BT4001G",2020-08-01,727.49375
"CA1148V",2020-08-01,13620.5875
"CA1159A",2020-08-01,6008.6
"CA1160A",2020-08-01,30519.46875
"CA1161V",2020-08-01,2034.9725
"CA1162V",2020-08-01,1216.5375
"CA1163B",2020-08-01,1426.30875
"CA1165A",2020-08-01,19690.53125
"CA1166V",2020-08-01,2059.295
"CA1167V",2020-08-01,5825.735
"CA1201A",2020-08-01,20502.32825
"CA1202A",2020-08-01,55531.61075
"CA1301A",2020-08-01,64478.47775
"CA1302A",2020-08-01,118204.38475
"CA1303A",2020-08-01,77893.5525
"PP2217B",2020-08-01,367.6625
"PP2218B",2020-08-01,245.1075
"PP2224B",2020-08-01,235.03125
"PP2272B",2020-08-01,476.53625
"AC1160T",2020-09-01,1017.4975
"AC1161T",2020-09-01,913.44625
"AC1201B",2020-09-01,1263.5875
"AC1202B",2020-09-01,371.0125
"AC1203B",2020-09-01,312.08625
"AC1204B",2020-09-01,124.5775
"AC3104B",2020-09-01,3305.11875
"AC3191B",2020-09-01,67.975
"AC3192B",2020-09-01,5086.93125
"AC3193B",2020-09-01,10243.4375
"BT4001G",2020-09-01,958.85375
"CA1148V",2020-09-01,13549.91875
"CA1159A",2020-09-01,7480.4
"CA1160A",2020-09-01,34875.925
"CA1161V",2020-09-01,3387.30375
"CA1162V",2020-09-01,2097.21
"CA1163B",2020-09-01,2731.1625
"CA1165A",2020-09-01,25941.35
"CA1166V",2020-09-01,4311.70625
"CA1167V",2020-09-01,11625.345
"CA1201A",2020-09-01,27587.12025
"CA1202A",2020-09-01,77737.55825
"CA1301A",2020-09-01,124382.80275
"CA1302A",2020-09-01,162275.73075
"CA1303A",2020-09-01,76666.6935
"PP2217B",2020-09-01,787.68
"PP2218B",2020-09-01,598.95125
"PP2224B",2020-09-01,714.76375
"PP2272B",2020-09-01,915.9325
"AC1160T",2020-10-01,1312.76875
"AC1161T",2020-10-01,899.29625
"AC1201B",2020-10-01,1443.635
"AC1202B",2020-10-01,635.1775
"AC1203B",2020-10-01,485.09125
"AC1204B",2020-10-01,126.66125
"AC3104B",2020-10-01,3277.71875
"AC3191B",2020-10-01,160.46875
"AC3192B",2020-10-01,6247.41125
"AC3193B",2020-10-01,12766.83
"BT4001G",2020-10-01,739.88625
"CA1148V",2020-10-01,15986.30625
"CA1159A",2020-10-01,8718.30625
"CA1160A",2020-10-01,38731.0875
"CA1161V",2020-10-01,3999.895
"CA1162V",2020-10-01,2816.74375
"CA1163B",2020-10-01,3078.34
"CA1165A",2020-10-01,35446.23125
"CA1166V",2020-10-01,7021.165
"CA1167V",2020-10-01,11812.85125
"CA1201A",2020-10-01,43990.36275
"CA1202A",2020-10-01,113408.6515
"CA1301A",2020-10-01,104861.3155
"CA1302A",2020-10-01,241502.15675
"CA1303A",2020-10-01,114604.7705
"PP2217B",2020-10-01,1154.685
"PP2218B",2020-10-01,796.82375
"PP2224B",2020-10-01,781.9225
"PP2272B",2020-10-01,1335.205
"AC1160T",2020-11-01,609.00125
"AC1161T",2020-11-01,338.83125
"AC1201B",2020-11-01,629.1025
"AC1202B",2020-11-01,271.825
"AC1203B",2020-11-01,214.995
"AC1204B",2020-11-01,133.9925
"AC3104B",2020-11-01,1913.8875
"AC3191B",2020-11-01,56.5625
"AC3192B",2020-11-01,2919.6175
"AC3193B",2020-11-01,6248.5775
"BT4001G",2020-11-01,436.85125
"CA1148V",2020-11-01,6418.2875
"CA1159A",2020-11-01,6118.06875
"CA1160A",2020-11-01,14531.5875
"CA1161V",2020-11-01,1532.68
"CA1162V",2020-11-01,1051.5825
"CA1163B",2020-11-01,1550.21875
"CA1165A",2020-11-01,14949.125
"CA1166V",2020-11-01,3116.3625
"CA1167V",2020-11-01,3952.7175
"CA1201A",2020-11-01,13856.9495
"CA1202A",2020-11-01,55690.5005
"CA1301A",2020-11-01,44014.4295
"CA1302A",2020-11-01,107835.94775
"CA1303A",2020-11-01,50910.4155
"PP2217B",2020-11-01,519.8375
"PP2218B",2020-11-01,386.31125
"PP2224B",2020-11-01,301.24875
"PP2272B",2020-11-01,568.7575
"AC1160T",2020-12-01,1077.84125
"AC1161T",2020-12-01,561.0975
"AC1201B",2020-12-01,861.14125
"AC1202B",2020-12-01,425.65625
"AC1203B",2020-12-01,295.39875
"AC1204B",2020-12-01,85.58375
"AC3104B",2020-12-01,2349.86875
"AC3191B",2020-12-01,103.79375
"AC3192B",2020-12-01,3763.7225
"AC3193B",2020-12-01,8705.2925
"BT4001G",2020-12-01,913.43375
"CA1148V",2020-12-01,11086.04375
"CA1159A",2020-12-01,7479.2875
"CA1160A",2020-12-01,41243.34375
"CA1161V",2020-12-01,18971.97875
"CA1162V",2020-12-01,1802.73375
"CA1163B",2020-12-01,2375.44625
"CA1165A",2020-12-01,22101.51875
"CA1166V",2020-12-01,2995.5575
"CA1167V",2020-12-01,5967.19875
"CA1201A",2020-12-01,14826.2355
"CA1202A",2020-12-01,75741.59375
"CA1301A",2020-12-01,55138.06625
"CA1302A",2020-12-01,132285.86125
"CA1303A",2020-12-01,178596.313
"PP2217B",2020-12-01,902.09625
"PP2218B",2020-12-01,591.6225
"PP2224B",2020-12-01,563.26
"PP2272B",2020-12-01,1205.14
"AC1160T",2021-01-01,1178.2225
"AC1161T",2021-01-01,717.55375
"AC1201B",2021-01-01,1122.8575
"AC1202B",2021-01-01,539.42125
"AC1203B",2021-01-01,439.87
"AC1204B",2021-01-01,155.32375
"AC3104B",2021-01-01,2803.5375
"AC3191B",2021-01-01,108.86875
"AC3192B",2021-01-01,4441.73125
"AC3193B",2021-01-01,10309.17125
"BT4001G",2021-01-01,714.56375
"CA1148V",2021-01-01,11306.5
"CA1159A",2021-01-01,8515.15625
"CA1160A",2021-01-01,28115.7
"CA1161V",2021-01-01,3649.9625
"CA1162V",2021-01-01,2083.72125
"CA1163B",2021-01-01,2496.2725
"CA1165A",2021-01-01,23236.3625
"CA1166V",2021-01-01,3157.345
"CA1167V",2021-01-01,9181.2775
"CA1201A",2021-01-01,23866.39125
"CA1202A",2021-01-01,65735.356
"CA1301A",2021-01-01,136025.71675
"CA1302A",2021-01-01,141112.63025
"CA1303A",2021-01-01,65462.88925
"PP2217B",2021-01-01,1134.13375
"PP2218B",2021-01-01,699.02625
"PP2224B",2021-01-01,989.13625
"PP2272B",2021-01-01,1165.40625
"AC1160T",2021-02-01,1353.41
"AC1161T",2021-02-01,822.05
"AC1201B",2021-02-01,1552.7175
"AC1202B",2021-02-01,625.7675
"AC1203B",2021-02-01,659.93125
"AC1204B",2021-02-01,210.955
"AC3104B",2021-02-01,3592.0875
"AC3191B",2021-02-01,220.2375
"AC3192B",2021-02-01,5004.9725
"AC3193B",2021-02-01,11340.5875
"BT4001G",2021-02-01,1136.54
"CA1148V",2021-02-01,12347.4625
"CA1159A",2021-02-01,10244.65
"CA1160A",2021-02-01,29502.94375
"CA1161V",2021-02-01,3344.95625
"CA1162V",2021-02-01,2113.17125
"CA1163B",2021-02-01,2671.29375
"CA1165A",2021-02-01,24635.25
"CA1166V",2021-02-01,4767.23875
"CA1167V",2021-02-01,8768.36625
"CA1201A",2021-02-01,38989.68925
"CA1202A",2021-02-01,70310.0295
"CA1301A",2021-02-01,113912.0665
"CA1302A",2021-02-01,163960.837
"CA1303A",2021-02-01,82177.63325
"PP2217B",2021-02-01,1330.325
"PP2218B",2021-02-01,892.7675
"PP2224B",2021-02-01,649.81125
"PP2272B",2021-02-01,1298.79125
"AC1160T",2021-03-01,1455.965
"AC1161T",2021-03-01,1033.08
"AC1201B",2021-03-01,1915.7125
"AC1202B",2021-03-01,541.57625
"AC1203B",2021-03-01,450.96875
"AC1204B",2021-03-01,278.46
"AC3104B",2021-03-01,4344.63125
"AC3191B",2021-03-01,250.6375
"AC3192B",2021-03-01,6703.21125
"AC3193B",2021-03-01,14005.57125
"BT4001G",2021-03-01,1147.015
"CA1148V",2021-03-01,14068.55
"CA1159A",2021-03-01,13578.9
"CA1160A",2021-03-01,35349.65625
"CA1161V",2021-03-01,3768.67375
"CA1162V",2021-03-01,2487.6275
"CA1163B",2021-03-01,3065.725
"CA1165A",2021-03-01,31904.15625
"CA1166V",2021-03-01,5260.3175
"CA1167V",2021-03-01,11386.6125
"CA1201A",2021-03-01,41553.42775
"CA1202A",2021-03-01,89301.2345
"CA1301A",2021-03-01,142629.643
"CA1302A",2021-03-01,202466.3555
"CA1303A",2021-03-01,99757.9925
"PP2217B",2021-03-01,1474.1125
"PP2218B",2021-03-01,888.15
"PP2224B",2021-03-01,848.6475
"PP2272B",2021-03-01,1558.8625
"AC1160T",2021-04-01,1249.1175
"AC1161T",2021-04-01,1024.4175
"AC1201B",2021-04-01,1794.25875
"AC1202B",2021-04-01,488.16375
"AC1203B",2021-04-01,485.96625
"AC1204B",2021-04-01,336.06625
"AC3104B",2021-04-01,3915.375
"AC3191B",2021-04-01,274.2
"AC3192B",2021-04-01,6063.66875
"AC3193B",2021-04-01,13051.49125
"BT4001G",2021-04-01,1556.40625
"CA1148V",2021-04-01,12903.99375
"CA1159A",2021-04-01,13744.30625
"CA1160A",2021-04-01,34458.675
"CA1161V",2021-04-01,4216.9875
"CA1162V",2021-04-01,2740.90375
"CA1163B",2021-04-01,2674.7725
"CA1165A",2021-04-01,31287.95625
"CA1166V",2021-04-01,4273.875
"CA1167V",2021-04-01,10757.00375
"CA1201A",2021-04-01,39112.6495
"CA1202A",2021-04-01,96920.89325
"CA1301A",2021-04-01,121268.681
"CA1302A",2021-04-01,211744.547
"CA1303A",2021-04-01,105255.12625
"PP2217B",2021-04-01,1419.96375
"PP2218B",2021-04-01,820.92125
"PP2224B",2021-04-01,692.8
"PP2272B",2021-04-01,1462.11625
"AC1160T",2021-05-01,1048.355
"AC1161T",2021-05-01,820.7
"AC1201B",2021-05-01,1841.28
"AC1202B",2021-05-01,628.1775
"AC1203B",2021-05-01,492.52875
"AC1204B",2021-05-01,311.49375
"AC3104B",2021-05-01,4013.99375
"AC3191B",2021-05-01,236.10625
"AC3192B",2021-05-01,5484.435
"AC3193B",2021-05-01,11498.56875
"BT4001G",2021-05-01,1513.40875
"CA1148V",2021-05-01,11687.625
"CA1159A",2021-05-01,12824.5
"CA1160A",2021-05-01,40504.54375
"CA1161V",2021-05-01,3717.70375
"CA1162V",2021-05-01,2031.01
"CA1163B",2021-05-01,2328.6075
"CA1165A",2021-05-01,29758.925
"CA1166V",2021-05-01,3623.425
"CA1167V",2021-05-01,8524.37625
"CA1201A",2021-05-01,33476.35325
"CA1202A",2021-05-01,93776.0375
"CA1301A",2021-05-01,116852.148
"CA1302A",2021-05-01,191793.55725
"CA1303A",2021-05-01,98437.05925
"PP2217B",2021-05-01,1214.8275
"PP2218B",2021-05-01,808.4975
"PP2224B",2021-05-01,669.5475
"PP2272B",2021-05-01,1425.06125
"AC1160T",2021-06-01,874.14125
"AC1161T",2021-06-01,2168.095
"AC1201B",2021-06-01,1621.2275
"AC1202B",2021-06-01,680.56
"AC1203B",2021-06-01,497.89875
"AC1204B",2021-06-01,322.0175
"AC3104B",2021-06-01,4742.11875
"AC3191B",2021-06-01,206.81875
"AC3192B",2021-06-01,5768.315
"AC3193B",2021-06-01,12973.0575
"BT4001G",2021-06-01,1760.27375
"CA1148V",2021-06-01,17532.0625
"CA1159A",2021-06-01,13878.98125
"CA1160A",2021-06-01,48665.35
"CA1161V",2021-06-01,4111.40875
"CA1162V",2021-06-01,2310.08125
"CA1163B",2021-06-01,2493.83375
"CA1165A",2021-06-01,36547.725
"CA1166V",2021-06-01,4398.30375
"CA1167V",2021-06-01,9032.91375
"CA1201A",2021-06-01,40470.74575
"CA1202A",2021-06-01,101879.27475
"CA1301A",2021-06-01,133579.8645
"CA1302A",2021-06-01,215314.958
"CA1303A",2021-06-01,121752.156
"PP2217B",2021-06-01,1223.93125
"PP2218B",2021-06-01,742.7375
"PP2224B",2021-06-01,679.4475
"PP2272B",2021-06-01,1354.99625
"AC1160T",2021-07-01,713.02
"AC1161T",2021-07-01,1130.58125
"AC1201B",2021-07-01,1311.2175
"AC1202B",2021-07-01,565.4625
"AC1203B",2021-07-01,438.66
"AC1204B",2021-07-01,338.6275
"AC3104B",2021-07-01,3760.75
"AC3191B",2021-07-01,130.21875
"AC3192B",2021-07-01,5168.31375
"AC3193B",2021-07-01,11804.37125
"BT4001G",2021-07-01,1296.77625
"CA1148V",2021-07-01,23436.30625
"CA1159A",2021-07-01,12834.7875
"CA1160A",2021-07-01,67349.9
"CA1161V",2021-07-01,4172.2225
"CA1162V",2021-07-01,2447.96
"CA1163B",2021-07-01,2156.04875
"CA1165A",2021-07-01,37708.6875
"CA1166V",2021-07-01,3702.19375
"CA1167V",2021-07-01,8223.315
"CA1201A",2021-07-01,35291.5535
"CA1202A",2021-07-01,113287.81525
"CA1301A",2021-07-01,93921.5725
"CA1302A",2021-07-01,230765.97325
"CA1303A",2021-07-01,190990.89275
"PP2217B",2021-07-01,876.78
"PP2218B",2021-07-01,611.23875
"PP2224B",2021-07-01,435.47125
"PP2272B",2021-07-01,1065.19
"AC1160T",2021-08-01,500.935
"AC1161T",2021-08-01,455.70125
"AC1201B",2021-08-01,791.61375
"AC1202B",2021-08-01,335.14375
"AC1203B",2021-08-01,235.16625
"AC1204B",2021-08-01,134.915
"AC3104B",2021-08-01,2389.05625
"AC3191B",2021-08-01,65.70625
