Groupe,Libelle,Quantite,Mois,Annee,Marge_unitaire,Benefice,Proportion_benefice,Ratio,Ratio_pondere_benefice,Potentiel_croissance
CLT 7-12,CEREALES NATURE,60,11,2020,1.29,77.4,0.001716251,,,
CLT 7-12,Chili con carne,20,11,2020,0.89,17.8,0.000394693,,,
CLT 7-12,Colin sauce oseille et riz,0,11,2020,0.6,0,0,,,
CLT 7-12,Lasagnes,60,11,2020,0.84,50.4,0.001117559,,,
CLT 7-12,Noix de soja BBQ,40,11,2020,0.32,12.8,0.000283824,,,
CLT 7-12,Pâtes bolognaises,36,11,2020,0.79,28.44,0.000630623,,,
CLT 7-12,Poulet curry et son riz,20,11,2020,0.84,16.8,0.00037252,,,
CLT 7-12,Thé Silhouette+,110,11,2020,1.72,189.2,0.004195281,,,
CLT 7-12,Tisane CIRCULATION,0,11,2020,1.46,0,0,,,
CLT 7-12,Tisane DIGEST',58,11,2020,1.46,84.68,0.001877676,,,
CLT 7-12,BG-102 Brûleur ampoules,840,12,2020,7.789,6542.76,0.211515722,,,
CLT 7-12,BG-103 Brûleur flacon,392,12,2020,7.351,2881.592,0.093156713,,,
CLT 7-12,BT-202 Booster,30,12,2020,4.4,132,0.004267324,,,
CLT 7-12,CF-306 Confort féminin,30,12,2020,3.05,91.5,0.002958031,,,
CLT 7-12,CT-103 Chitosan,630,12,2020,3.71,2337.3,0.075560726,,,
CLT 7-12,DG-204 Digest,270,12,2020,3.37,909.9,0.029415439,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,316,12,2020,7.071,2234.436,0.072235317,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,56,12,2020,6.484,363.104,0.011738503,,,
CLT 7-12,MC-218 Minceur 3 en 1,608,12,2020,8.763,5327.904,0.172241602,,,
CLT 7-12,MP-115 Minceur plus,180,12,2020,3.99,718.2,0.023218121,,,
CLT 7-12,MV-215 Multivitamines,60,12,2020,3.45,207,0.00669194,,,
CLT 7-12,NP-114 Nopal,1920,12,2020,3.71,7123.2,0.230280309,,,
CLT 7-12,PH-216 pH Balance,0,12,2020,6.86,0,0,,,
CLT 7-12,SE-319 Sérénité,60,12,2020,2.98,178.8,0.005780284,,,
CLT 7-12,SPRAY ANTI-FRINGALE,35,12,2020,6.326,221.41,0.007157789,,,
CLT 7-12,Gel minceur 150ml,0,12,2020,5.41,0,0,,,
CLT 7-12,Barre minceur Hyperprotéinée,120,12,2020,2.55,306,0.009892432,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,243,12,2020,1.36,330.48,0.010683827,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,195,12,2020,1.36,265.2,0.008573441,,,
CLT 7-12,Boules de soja BBQ,40,12,2020,0.47,18.8,0.00060777,,,
CLT 7-12,Boules de soja chocolat,240,12,2020,0.47,112.8,0.003646622,,,
CLT 7-12,Boules de soja Oignons,40,12,2020,0.47,18.8,0.00060777,,,
CLT 7-12,CEREALES CHOCOLAT,225,12,2020,1.07,240.75,0.007783017,,,
CLT 7-12,CEREALES FRUITS ROUGES,42,12,2020,1.05,44.1,0.001425674,,,
CLT 7-12,CEREALES NATURE,36,12,2020,1.29,46.44,0.001501322,,,
CLT 7-12,Chili con carne,10,12,2020,0.89,8.9,0.000287721,,,
CLT 7-12,Colin sauce oseille et riz,0,12,2020,0.6,0,0,,,
CLT 7-12,Lasagnes,48,12,2020,0.84,40.32,0.001303473,,,
CLT 7-12,Noix de soja BBQ,40,12,2020,0.32,12.8,0.000413801,,,
CLT 7-12,Pâtes bolognaises,36,12,2020,0.79,28.44,0.000919414,,,
CLT 7-12,Poulet curry et son riz,10,12,2020,0.84,8.4,0.000271557,,,
CLT 7-12,Thé Silhouette+,80,12,2020,1.72,137.6,0.004448362,,,
CLT 7-12,Tisane CIRCULATION,0,12,2020,1.46,0,0,,,
CLT 7-12,Tisane DIGEST',30,12,2020,1.46,43.8,0.001415976,,,
CLT 7-12,BG-102 Brûleur ampoules,1300,13,2021,7.789,10125.7,0.183117274,,,
CLT 7-12,BG-103 Brûleur flacon,700,13,2021,7.351,5145.7,0.09305693,,,
CLT 7-12,BT-202 Booster,150,13,2021,4.4,660,0.011935708,,,
CLT 7-12,CF-306 Confort féminin,60,13,2021,3.05,183,0.003309446,,,
CLT 7-12,CT-103 Chitosan,450,13,2021,3.71,1669.5,0.030191916,,,
CLT 7-12,DG-204 Digest,120,13,2021,3.37,404.4,0.007313334,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1480,13,2021,7.071,10465.08,0.189254759,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,448,13,2021,6.484,2904.832,0.052532162,,,
CLT 7-12,MC-218 Minceur 3 en 1,672,13,2021,8.763,5888.736,0.106494295,,,
CLT 7-12,MP-115 Minceur plus,420,13,2021,3.99,1675.8,0.030305848,,,
CLT 7-12,MV-215 Multivitamines,30,13,2021,3.45,103.5,0.001871736,,,
CLT 7-12,NP-114 Nopal,3206,13,2021,3.71,11894.26,0.215100631,,,
CLT 7-12,PH-216 pH Balance,60,13,2021,6.86,411.6,0.007443542,,,
CLT 7-12,SE-319 Sérénité,90,13,2021,2.98,268.2,0.004850238,,,
CLT 7-12,SPRAY ANTI-FRINGALE,35,13,2021,6.326,221.41,0.004004068,,,
CLT 7-12,Gel minceur 150ml,30,13,2021,5.41,162.3,0.002935099,,,
CLT 7-12,Barre minceur Hyperprotéinée,200,13,2021,2.4,480,0.008680515,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,480,13,2021,1.36,652.8,0.0118055,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,240,13,2021,1.36,326.4,0.00590275,,,
CLT 7-12,Boules de soja BBQ,160,13,2021,0.47,75.2,0.001359947,,,
CLT 7-12,Boules de soja chocolat,240,13,2021,0.47,112.8,0.002039921,,,
CLT 7-12,Boules de soja Oignons,200,13,2021,0.47,94,0.001699934,,,
CLT 7-12,CEREALES CHOCOLAT,324,13,2021,1.07,346.68,0.006269502,,,
CLT 7-12,CEREALES FRUITS ROUGES,120,13,2021,1.05,126,0.002278635,,,
CLT 7-12,CEREALES NATURE,48,13,2021,1.29,61.92,0.001119786,,,
CLT 7-12,Chili con carne,100,13,2021,0.89,89,0.001609512,,,
CLT 7-12,Colin sauce oseille et riz,40,13,2021,0.6,24,0.000434026,,,
CLT 7-12,Lasagnes,84,13,2021,0.84,70.56,0.001276036,,,
CLT 7-12,Noix de soja BBQ,40,13,2021,0.32,12.8,0.00023148,,,
CLT 7-12,Pâtes bolognaises,132,13,2021,0.79,104.28,0.001885842,,,
CLT 7-12,Poulet curry et son riz,70,13,2021,0.84,58.8,0.001063363,,,
CLT 7-12,Thé Silhouette+,150,13,2021,1.72,258,0.004665777,,,
CLT 7-12,Tisane CIRCULATION,90,13,2021,1.46,131.4,0.002376291,,,
CLT 7-12,Tisane DIGEST',60,13,2021,1.46,87.6,0.001584194,,,
CLT 7-12,BG-102 Brûleur ampoules,1480,14,2021,7.789,11527.72,0.213505531,,,
CLT 7-12,BG-103 Brûleur flacon,840,14,2021,7.351,6174.84,0.114364548,,,
CLT 7-12,BT-202 Booster,243,14,2021,4.4,1069.2,0.019802712,,,
CLT 7-12,CF-306 Confort féminin,0,14,2021,3.05,0,0,,,
CLT 7-12,CT-103 Chitosan,540,14,2021,3.71,2003.4,0.037105081,,,
CLT 7-12,DG-204 Digest,30,14,2021,3.37,101.1,0.001872479,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1280,14,2021,7.071,9050.88,0.167631842,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,364,14,2021,6.484,2360.176,0.043712948,,,
CLT 7-12,MC-218 Minceur 3 en 1,640,14,2021,8.763,5608.32,0.103872001,,,
CLT 7-12,MP-115 Minceur plus,454,14,2021,3.99,1811.46,0.033550149,,,
CLT 7-12,MV-215 Multivitamines,180,14,2021,3.45,621,0.011501575,,,
CLT 7-12,NP-114 Nopal,2940,14,2021,3.71,10907.4,0.20201655,,,
CLT 7-12,PH-216 pH Balance,30,14,2021,6.86,205.8,0.003811633,,,
CLT 7-12,SE-319 Sérénité,30,14,2021,2.98,89.4,0.001655782,,,
CLT 7-12,SPRAY ANTI-FRINGALE,35,14,2021,6.326,221.41,0.004100747,,,
CLT 7-12,Gel minceur 150ml,0,14,2021,5.41,0,0,,,
CLT 7-12,Barre minceur Hyperprotéinée,-35,14,2021,2.4,-84,-0.001555769,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,393,14,2021,1.36,534.48,0.009899133,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,255,14,2021,1.36,346.8,0.006423102,,,
CLT 7-12,Boules de soja BBQ,200,14,2021,0.47,94,0.001740979,,,
CLT 7-12,Boules de soja chocolat,200,14,2021,0.47,94,0.001740979,,,
CLT 7-12,Boules de soja Oignons,120,14,2021,0.47,56.4,0.001044587,,,
CLT 7-12,CEREALES CHOCOLAT,348,14,2021,1.07,372.36,0.0068965,,,
CLT 7-12,CEREALES FRUITS ROUGES,120,14,2021,1.05,126,0.002333653,,,
CLT 7-12,CEREALES NATURE,108,14,2021,1.29,139.32,0.002580353,,,
CLT 7-12,Chili con carne,70,14,2021,0.89,62.3,0.001153862,,,
CLT 7-12,Colin sauce oseille et riz,10,14,2021,0.6,6,0.000111126,,,
CLT 7-12,Lasagnes,24,14,2021,0.84,20.16,0.000373384,,,
CLT 7-12,Noix de soja BBQ,80,14,2021,0.32,25.6,0.000474139,,,
CLT 7-12,Pâtes bolognaises,72,14,2021,0.79,56.88,0.001053478,,,
CLT 7-12,Poulet curry et son riz,40,14,2021,0.84,33.6,0.000622307,,,
CLT 7-12,Thé Silhouette+,80,14,2021,1.72,137.6,0.002548497,,,
CLT 7-12,Tisane CIRCULATION,120,14,2021,1.46,175.2,0.003244889,,,
CLT 7-12,Tisane DIGEST',30,14,2021,1.46,43.8,0.000811222,,,
CLT 7-12,BG-102 Brûleur ampoules,2440,15,2021,7.789,19005.16,0.221451694,,,
CLT 7-12,BG-103 Brûleur flacon,980,15,2021,7.351,7203.98,0.083942128,,,
CLT 7-12,BT-202 Booster,330,15,2021,4.4,1452,0.016918977,,,
CLT 7-12,CF-306 Confort féminin,120,15,2021,3.05,366,0.004264701,,,
CLT 7-12,CT-103 Chitosan,720,15,2021,3.71,2671.2,0.031125324,,,
CLT 7-12,DG-204 Digest,210,15,2021,3.37,707.7,0.008246253,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,2083,15,2021,7.071,14728.893,0.171623828,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,532,15,2021,6.484,3449.488,0.040194082,,,
CLT 7-12,MC-218 Minceur 3 en 1,1024,15,2021,8.763,8973.312,0.104558717,,,
CLT 7-12,MP-115 Minceur plus,270,15,2021,3.99,1077.3,0.012552902,,,
CLT 7-12,MV-215 Multivitamines,180,15,2021,3.45,621,0.007236009,,,
CLT 7-12,NP-114 Nopal,5400,15,2021,3.71,20034,0.233439931,,,
CLT 7-12,PH-216 pH Balance,210,15,2021,6.86,1440.6,0.016786142,,,
CLT 7-12,SE-319 Sérénité,60,15,2021,2.98,178.8,0.002083411,,,
CLT 7-12,SPRAY ANTI-FRINGALE,35,15,2021,6.326,221.41,0.002579911,,,
CLT 7-12,Gel minceur 150ml,40,15,2021,5.41,216.4,0.002521533,,,
CLT 7-12,Barre minceur Hyperprotéinée,160,15,2021,2.4,384,0.00447444,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,615,15,2021,1.36,836.4,0.00974589,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,300,15,2021,1.36,408,0.004754093,,,
CLT 7-12,Boules de soja BBQ,0,15,2021,0.47,0,0,,,
CLT 7-12,Boules de soja chocolat,400,15,2021,0.47,188,0.002190611,,,
CLT 7-12,Boules de soja Oignons,40,15,2021,0.47,18.8,0.000219061,,,
CLT 7-12,CEREALES CHOCOLAT,463,15,2021,1.07,495.41,0.00577261,,,
CLT 7-12,CEREALES FRUITS ROUGES,150,15,2021,1.05,157.5,0.00183522,,,
CLT 7-12,CEREALES NATURE,108,15,2021,1.29,139.32,0.001623383,,,
CLT 7-12,Chili con carne,40,15,2021,0.89,35.6,0.000414818,,,
CLT 7-12,Colin sauce oseille et riz,7,15,2021,0.6,4.2,4.89392E-05,,,
CLT 7-12,Lasagnes,132,15,2021,0.84,110.88,0.001291995,,,
CLT 7-12,Noix de soja BBQ,280,15,2021,0.32,89.6,0.001044036,,,
CLT 7-12,Pâtes bolognaises,156,15,2021,0.79,123.24,0.001436016,,,
CLT 7-12,Poulet curry et son riz,70,15,2021,0.84,58.8,0.000685149,,,
CLT 7-12,Thé Silhouette+,170,15,2021,1.72,292.4,0.0034071,,,
CLT 7-12,Tisane CIRCULATION,30,15,2021,1.46,43.8,0.000510366,,,
CLT 7-12,Tisane DIGEST',60,15,2021,1.46,87.6,0.001020732,,,
CLT 7-12,BG-102 Brûleur ampoules,2000,16,2021,7.789,15578,0.224109088,,,
CLT 7-12,BG-103 Brûleur flacon,952,16,2021,7.351,6998.152,0.100677203,,,
CLT 7-12,BT-202 Booster,330,16,2021,4.4,1452,0.020888843,,,
CLT 7-12,CF-306 Confort féminin,30,16,2021,3.05,91.5,0.001316342,,,
CLT 7-12,CT-103 Chitosan,780,16,2021,3.71,2893.8,0.041630946,,,
CLT 7-12,DG-204 Digest,60,16,2021,3.37,202.2,0.002908901,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1304,16,2021,7.071,9220.584,0.132649677,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,508,16,2021,6.484,3293.872,0.047386484,,,
CLT 7-12,MC-218 Minceur 3 en 1,801,16,2021,8.763,7019.163,0.100979472,,,
CLT 7-12,MP-115 Minceur plus,480,16,2021,3.99,1915.2,0.027552557,,,
CLT 7-12,MV-215 Multivitamines,120,16,2021,3.45,414,0.00595591,,,
CLT 7-12,NP-114 Nopal,4230,16,2021,3.71,15693.3,0.225767824,,,
CLT 7-12,PH-216 pH Balance,120,16,2021,6.86,823.2,0.011842766,,,
CLT 7-12,SE-319 Sérénité,150,16,2021,2.98,447,0.006430656,,,
CLT 7-12,SPRAY ANTI-FRINGALE,0,16,2021,6.326,0,0,,,
CLT 7-12,Gel minceur 150ml,10,16,2021,5.41,54.1,0.000778296,,,
CLT 7-12,Barre minceur Hyperprotéinée,160,16,2021,2.4,384,0.005524322,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,592,16,2021,1.36,805.12,0.011582662,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,195,16,2021,1.36,265.2,0.003815235,,,
CLT 7-12,Boules de soja BBQ,280,16,2021,0.47,131.6,0.001893231,,,
CLT 7-12,Boules de soja chocolat,320,16,2021,0.47,150.4,0.002163693,,,
CLT 7-12,Boules de soja Oignons,160,16,2021,0.47,75.2,0.001081846,,,
CLT 7-12,CEREALES CHOCOLAT,624,16,2021,1.07,667.68,0.009605415,,,
CLT 7-12,CEREALES FRUITS ROUGES,204,16,2021,1.05,214.2,0.003081536,,,
CLT 7-12,CEREALES NATURE,132,16,2021,1.29,170.28,0.002449692,,,
CLT 7-12,Chili con carne,40,16,2021,0.89,35.6,0.000512151,,,
CLT 7-12,Colin sauce oseille et riz,0,16,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,72,16,2021,0.84,60.48,0.000870081,,,
CLT 7-12,Noix de soja BBQ,200,16,2021,0.32,64,0.00092072,,,
CLT 7-12,Pâtes bolognaises,72,16,2021,0.79,56.88,0.00081829,,,
CLT 7-12,Poulet curry et son riz,60,16,2021,0.84,50.4,0.000725067,,,
CLT 7-12,Thé Silhouette+,114,16,2021,1.72,196.08,0.002820857,,,
CLT 7-12,Tisane CIRCULATION,30,16,2021,1.46,43.8,0.000630118,,,
CLT 7-12,Tisane DIGEST',30,16,2021,1.46,43.8,0.000630118,,,
CLT 7-12,BG-102 Brûleur ampoules,2020,17,2021,7.789,15733.78,0.242353609,,,
CLT 7-12,BG-103 Brûleur flacon,840,17,2021,7.351,6174.84,0.095113492,,,
CLT 7-12,BT-202 Booster,210,17,2021,4.4,924,0.014232736,,,
CLT 7-12,CF-306 Confort féminin,0,17,2021,3.05,0,0,,,
CLT 7-12,CT-103 Chitosan,690,17,2021,3.71,2559.9,0.039431148,,,
CLT 7-12,DG-204 Digest,90,17,2021,3.37,303.3,0.004671849,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1260,17,2021,7.071,8909.46,0.137235921,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,364,17,2021,6.484,2360.176,0.03635472,,,
CLT 7-12,MC-218 Minceur 3 en 1,1024,17,2021,8.763,8973.312,0.138219458,,,
CLT 7-12,MP-115 Minceur plus,450,17,2021,3.99,1795.5,0.027656794,,,
CLT 7-12,MV-215 Multivitamines,60,17,2021,3.45,207,0.003188503,,,
CLT 7-12,NP-114 Nopal,3665,17,2021,3.71,13597.15,0.209442256,,,
CLT 7-12,PH-216 pH Balance,90,17,2021,6.86,617.4,0.009510055,,,
CLT 7-12,SE-319 Sérénité,0,17,2021,2.98,0,0,,,
CLT 7-12,SPRAY ANTI-FRINGALE,0,17,2021,6.326,0,0,,,
CLT 7-12,Gel minceur 150ml,10,17,2021,5.41,54.1,0.000833324,,,
CLT 7-12,Barre minceur Hyperprotéinée,3,17,2021,2.4,7.2,0.000110904,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,555,17,2021,1.36,754.8,0.011626482,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,346,17,2021,1.36,470.56,0.007248221,,,
CLT 7-12,Boules de soja BBQ,40,17,2021,0.47,18.8,0.000289584,,,
CLT 7-12,Boules de soja chocolat,240,17,2021,0.47,112.8,0.001737503,,,
CLT 7-12,Boules de soja Oignons,120,17,2021,0.47,56.4,0.000868751,,,
CLT 7-12,CEREALES CHOCOLAT,492,17,2021,1.07,526.44,0.008108963,,,
CLT 7-12,CEREALES FRUITS ROUGES,150,17,2021,1.05,157.5,0.002426035,,,
CLT 7-12,CEREALES NATURE,54,17,2021,1.29,69.66,0.001073,,,
CLT 7-12,Chili con carne,80,17,2021,0.89,71.2,0.001096722,,,
CLT 7-12,Colin sauce oseille et riz,0,17,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,72,17,2021,0.84,60.48,0.000931597,,,
CLT 7-12,Noix de soja BBQ,40,17,2021,0.32,12.8,0.000197163,,,
CLT 7-12,Pâtes bolognaises,60,17,2021,0.79,47.4,0.000730121,,,
CLT 7-12,Poulet curry et son riz,40,17,2021,0.84,33.6,0.000517554,,,
CLT 7-12,Thé Silhouette+,130,17,2021,1.72,223.6,0.003444199,,,
CLT 7-12,Tisane CIRCULATION,0,17,2021,1.46,0,0,,,
CLT 7-12,Tisane DIGEST',60,17,2021,1.46,87.6,0.001349337,,,
CLT 7-12,BG-102 Brûleur ampoules,1760,18,2021,7.789,13708.64,0.21846479,,,
CLT 7-12,BG-103 Brûleur flacon,925,18,2021,7.351,6799.675,0.108361557,,,
CLT 7-12,BT-202 Booster,360,18,2021,4.4,1584,0.025243075,,,
CLT 7-12,CF-306 Confort féminin,30,18,2021,3.05,91.5,0.00145817,,,
CLT 7-12,CT-103 Chitosan,960,18,2021,3.71,3561.6,0.056758672,,,
CLT 7-12,DG-204 Digest,90,18,2021,3.37,303.3,0.004833475,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1100,18,2021,7.071,7778.1,0.123954016,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,308,18,2021,6.484,1997.072,0.031825908,,,
CLT 7-12,MC-218 Minceur 3 en 1,992,18,2021,8.763,8692.896,0.138532465,,,
CLT 7-12,MP-115 Minceur plus,450,18,2021,3.99,1795.5,0.028613599,,,
CLT 7-12,MV-215 Multivitamines,0,18,2021,3.45,0,0,,,
CLT 7-12,NP-114 Nopal,3570,18,2021,3.71,13244.7,0.21107131,,,
CLT 7-12,PH-216 pH Balance,60,18,2021,6.86,411.6,0.006559375,,,
CLT 7-12,SE-319 Sérénité,60,18,2021,2.98,178.8,0.002849408,,,
CLT 7-12,SPRAY ANTI-FRINGALE,0,18,2021,6.326,0,0,,,
CLT 7-12,Gel minceur 150ml,0,18,2021,5.41,0,0,,,
CLT 7-12,Barre minceur Hyperprotéinée,97,18,2021,2.4,232.8,0.003709967,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,420,18,2021,1.36,571.2,0.009102806,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,210,18,2021,1.36,285.6,0.004551403,,,
CLT 7-12,Boules de soja BBQ,160,18,2021,0.47,75.2,0.001198409,,,
CLT 7-12,Boules de soja chocolat,280,18,2021,0.47,131.6,0.002097215,,,
CLT 7-12,Boules de soja Oignons,160,18,2021,0.47,75.2,0.001198409,,,
CLT 7-12,CEREALES CHOCOLAT,408,18,2021,1.07,436.56,0.006957144,,,
CLT 7-12,CEREALES FRUITS ROUGES,150,18,2021,1.05,157.5,0.002509965,,,
CLT 7-12,CEREALES NATURE,78,18,2021,1.29,100.62,0.001603509,,,
CLT 7-12,Chili con carne,50,18,2021,0.89,44.5,0.000709165,,,
CLT 7-12,Colin sauce oseille et riz,0,18,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,96,18,2021,0.84,80.64,0.001285102,,,
CLT 7-12,Noix de soja BBQ,0,18,2021,0.32,0,0,,,
CLT 7-12,Pâtes bolognaises,72,18,2021,0.79,56.88,0.000906456,,,
CLT 7-12,Poulet curry et son riz,40,18,2021,0.84,33.6,0.000535459,,,
CLT 7-12,Thé Silhouette+,110,18,2021,1.72,189.2,0.003015145,,,
CLT 7-12,Tisane CIRCULATION,60,18,2021,1.46,87.6,0.001396019,,,
CLT 7-12,Tisane DIGEST',30,18,2021,1.46,43.8,0.000698009,,,
CLT 7-12,BG-102 Brûleur ampoules,2719,19,2021,7.789,21178.291,0.244463271,,,
CLT 7-12,BG-103 Brûleur flacon,1176,19,2021,7.351,8644.776,0.099787571,,,
CLT 7-12,BT-202 Booster,360,19,2021,4.4,1584,0.018284281,,,
CLT 7-12,CF-306 Confort féminin,30,19,2021,3.05,91.5,0.001056194,,,
CLT 7-12,CT-103 Chitosan,1350,19,2021,3.71,5008.5,0.057813649,,,
CLT 7-12,DG-204 Digest,120,19,2021,3.37,404.4,0.004668032,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,1520,19,2021,7.071,10747.92,0.124064386,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,280,19,2021,6.484,1815.52,0.020956741,,,
CLT 7-12,MC-218 Minceur 3 en 1,1248,19,2021,8.763,10936.224,0.126238,,,
CLT 7-12,MP-115 Minceur plus,600,19,2021,3.99,2394,0.027634197,,,
CLT 7-12,MV-215 Multivitamines,60,19,2021,3.45,207,0.002389423,,,
CLT 7-12,NP-114 Nopal,5220,19,2021,3.71,19366.2,0.223546111,,,
CLT 7-12,PH-216 pH Balance,120,19,2021,6.86,823.2,0.009502285,,,
CLT 7-12,SE-319 Sérénité,60,19,2021,2.98,178.8,0.002063907,,,
CLT 7-12,SPRAY ANTI-FRINGALE,0,19,2021,6.326,0,0,,,
CLT 7-12,Gel minceur 150ml,50,19,2021,5.41,270.5,0.00312241,,,
CLT 7-12,Barre minceur Hyperprotéinée,122,19,2021,2.4,292.8,0.003379822,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,649,19,2021,1.36,882.64,0.010188408,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,211,19,2021,1.36,286.96,0.00331241,,,
CLT 7-12,Boules de soja BBQ,80,19,2021,0.47,37.6,0.000434021,,,
CLT 7-12,Boules de soja chocolat,292,19,2021,0.47,137.24,0.001584176,,,
CLT 7-12,Boules de soja Oignons,0,19,2021,0.47,0,0,,,
CLT 7-12,CEREALES CHOCOLAT,522,19,2021,1.07,558.54,0.006447287,,,
CLT 7-12,CEREALES FRUITS ROUGES,156,19,2021,1.05,163.8,0.001890761,,,
CLT 7-12,CEREALES NATURE,120,19,2021,1.29,154.8,0.001786873,,,
CLT 7-12,Chili con carne,30,19,2021,0.89,26.7,0.000308201,,,
CLT 7-12,Colin sauce oseille et riz,0,19,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,84,19,2021,0.84,70.56,0.000814482,,,
CLT 7-12,Noix de soja BBQ,160,19,2021,0.32,51.2,0.000591007,,,
CLT 7-12,Pâtes bolognaises,108,19,2021,0.79,85.32,0.000984858,,,
CLT 7-12,Poulet curry et son riz,50,19,2021,0.84,42,0.00048481,,,
CLT 7-12,Thé Silhouette+,60,19,2021,1.72,103.2,0.001191249,,,
CLT 7-12,Tisane CIRCULATION,30,19,2021,1.46,43.8,0.000505588,,,
CLT 7-12,Tisane DIGEST',30,19,2021,1.46,43.8,0.000505588,,,
CLT 7-12,BG-102 Brûleur ampoules,860,20,2021,7.789,6698.54,0.256925596,,,
CLT 7-12,BG-103 Brûleur flacon,420,20,2021,7.351,3087.42,0.118419421,,,
CLT 7-12,BT-202 Booster,180,20,2021,4.4,792,0.030377526,,,
CLT 7-12,CF-306 Confort féminin,30,20,2021,3.05,91.5,0.003509525,,,
CLT 7-12,CT-103 Chitosan,391,20,2021,3.71,1450.61,0.055638817,,,
CLT 7-12,DG-204 Digest,90,20,2021,3.37,303.3,0.011633212,,,
CLT 7-12,DR-104 Dépuratif & Draineur ampoule,380,20,2021,7.071,2686.98,0.103060359,,,
CLT 7-12,DR-105 Dépuratif & draineur flacon,112,20,2021,6.484,726.208,0.027854043,,,
CLT 7-12,MC-218 Minceur 3 en 1,416,20,2021,8.763,3645.408,0.139821308,,,
CLT 7-12,MP-115 Minceur plus,180,20,2021,3.99,718.2,0.027546893,,,
CLT 7-12,MV-215 Multivitamines,60,20,2021,3.45,207,0.007939581,,,
CLT 7-12,NP-114 Nopal,1260,20,2021,3.71,4674.6,0.179296443,,,
CLT 7-12,PH-216 pH Balance,0,20,2021,6.86,0,0,,,
CLT 7-12,SE-319 Sérénité,30,20,2021,2.98,89.4,0.003428978,,,
CLT 7-12,SPRAY ANTI-FRINGALE,0,20,2021,6.326,0,0,,,
CLT 7-12,Gel minceur 150ml,0,20,2021,5.41,0,0,,,
CLT 7-12,Barre minceur Hyperprotéinée,0,20,2021,2.4,0,0,,,
CLT 7-12,BISCUITS SAVEUR BEURRE,91,20,2021,1.36,123.76,0.004746872,,,
CLT 7-12,BISCUITS SAVEUR CHOCOLAT,120,20,2021,1.36,163.2,0.006259611,,,
CLT 7-12,Boules de soja BBQ,40,20,2021,0.47,18.8,0.000721083,,,
CLT 7-12,Boules de soja chocolat,240,20,2021,0.47,112.8,0.004326496,,,
CLT 7-12,Boules de soja Oignons,40,20,2021,0.47,18.8,0.000721083,,,
CLT 7-12,CEREALES CHOCOLAT,104,20,2021,1.07,111.28,0.004268196,,,
CLT 7-12,CEREALES FRUITS ROUGES,24,20,2021,1.05,25.2,0.000966558,,,
CLT 7-12,CEREALES NATURE,36,20,2021,1.29,46.44,0.001781228,,,
CLT 7-12,Chili con carne,30,20,2021,0.89,26.7,0.001024091,,,
CLT 7-12,Colin sauce oseille et riz,0,20,2021,0.6,0,0,,,
CLT 7-12,Lasagnes,48,20,2021,0.84,40.32,0.001546492,,,
CLT 7-12,Noix de soja BBQ,80,20,2021,0.32,25.6,0.0009819,,,
CLT 7-12,Pâtes bolognaises,12,20,2021,0.79,9.48,0.00036361,,,
CLT 7-12,Poulet curry et son riz,20,20,2021,0.84,16.8,0.000644372,,,
CLT 7-12,Thé Silhouette+,43,20,2021,1.72,73.96,0.00283677,,,
CLT 7-12,Tisane CIRCULATION,0,20,2021,1.46,0,0,,,
