"code_product","year_month_full","amount"
"SACTIS",2018-12-01,0
"AC1160T",2019-01-01,680.6
"AC1161T",2019-01-01,919.59
"AC1163T",2019-01-01,1940.44
"AC1201B",2019-01-01,502.63
"AC1202B",2019-01-01,956.5
"AC1203B",2019-01-01,1093.01
"AC1204B",2019-01-01,1642.19
"AC3104B",2019-01-01,807.4
"AC3105B",2019-01-01,4355.79
"AC3106B",2019-01-01,645.59
"AC3107B",2019-01-01,616.04
"AC3191B",2019-01-01,376.52
"AC3192B",2019-01-01,1731.89
"AC3193B",2019-01-01,3058.88
"ACCS009",2019-01-01,0
"AR00067",2019-01-01,24.57
"AR00068",2019-01-01,0
"AR00069",2019-01-01,0
"ART0082",2019-01-01,0
"BOXDT",2019-01-01,0
"BOXV",2019-01-01,150.93
"BOXVP",2019-01-01,392.34
"BT4001G",2019-01-01,393.91
"CA1147",2019-01-01,174.97
"CA1148V",2019-01-01,2210.89
"CA1159A",2019-01-01,21729.21
"CA1160A",2019-01-01,7067.35
"CA1161V",2019-01-01,393
"CA1162V",2019-01-01,470.39
"CA1163B",2019-01-01,722.69
"CA1165A",2019-01-01,3513.78
"CA1166V",2019-01-01,803.78
"CA1167V",2019-01-01,1211.94
"CA1201A",2019-01-01,3515.68
"CA1202A",2019-01-01,6132.45
"CA1301A",2019-01-01,19507.92
"CA1302A",2019-01-01,20102.5
"CA1303A",2019-01-01,10596.33
"GLPSO",2019-01-01,48.87
"GOOM002",2019-01-01,0
"MUGDIE",2019-01-01,0
"PP2216",2019-01-01,23
"PP2217B",2019-01-01,275.47
"PP2218B",2019-01-01,169.73
"PP2224B",2019-01-01,183.72
"PP2272B",2019-01-01,1128.59
"SPANFR",2019-01-01,35.54
"SPRAF",2019-01-01,0
"AC1160T",2019-02-01,875.42
"AC1161T",2019-02-01,213.67
"AC1163T",2019-02-01,792.72
"AC1201B",2019-02-01,760.16
"AC1202B",2019-02-01,567.96
"AC1203B",2019-02-01,266.17
"AC1204B",2019-02-01,124.88
"AC3104B",2019-02-01,946.85
"AC3105B",2019-02-01,4898.56
"AC3106B",2019-02-01,1023.29
"AC3107B",2019-02-01,1645.75
"AC3191B",2019-02-01,227.04
"AC3192B",2019-02-01,2303.43
"AC3193B",2019-02-01,4024.83
"ACCS009",2019-02-01,0
"AR00067",2019-02-01,35.3
"AR00068",2019-02-01,4.16
"AR00069",2019-02-01,2.08
"ART0082",2019-02-01,4.16
"BOXDT",2019-02-01,403.2
"BOXFP",2019-02-01,45.12
"BT4001G",2019-02-01,153.48
"CA1147",2019-02-01,635.26
"CA1148V",2019-02-01,2125.07
"CA1159A",2019-02-01,30498.61
"CA1160A",2019-02-01,8143.49
"CA1161V",2019-02-01,353.65
"CA1162V",2019-02-01,706.02
"CA1163B",2019-02-01,518.02
"CA1165A",2019-02-01,4791.05
"CA1166V",2019-02-01,683.01
"CA1167V",2019-02-01,1163.88
"CA1201A",2019-02-01,6624.85
"CA1202A",2019-02-01,8206.2
"CA1301A",2019-02-01,20957
"CA1302A",2019-02-01,33201.44
"CA1303A",2019-02-01,15716.25
"CERNATU",2019-02-01,6.16
"FIC0013",2019-02-01,0
"GLPSO",2019-02-01,17.09
"GOBDIE",2019-02-01,0
"GOOM002",2019-02-01,3.5
"GOOM003",2019-02-01,0
"GOOM005",2019-02-01,0
"MUGDIE",2019-02-01,0
"PP2216",2019-02-01,48.96
"PP2217B",2019-02-01,397.06
"PP2218B",2019-02-01,225.17
"PP2224B",2019-02-01,1017.36
"PP2272B",2019-02-01,400.22
"SACTIS",2019-02-01,0
"SPANFR",2019-02-01,16.88
"SPRAF",2019-02-01,28.44
"AC1160T",2019-03-01,555.96
"AC1161T",2019-03-01,628.6
"AC1163T",2019-03-01,1328.88
"AC1201B",2019-03-01,1597.24
"AC1202B",2019-03-01,2401.54
"AC1203B",2019-03-01,851.38
"AC1204B",2019-03-01,2748.3
"AC3104B",2019-03-01,2344.1
"AC3105B",2019-03-01,8966.22
"AC3106B",2019-03-01,1023.81
"AC3107B",2019-03-01,2030.83
"AC3191B",2019-03-01,231.79
"AC3192B",2019-03-01,3565.15
"AC3193B",2019-03-01,7185.93
"ACCS009",2019-03-01,0
"AR00067",2019-03-01,94.03
"AR00068",2019-03-01,22.75
"AR00069",2019-03-01,15.05
"ART0082",2019-03-01,15.02
"BOXFS",2019-03-01,469.32
"BOXV",2019-03-01,1728.18
"BOXVP",2019-03-01,223.65
"BT4001G",2019-03-01,1399.23
"CA1147",2019-03-01,824.95
"CA1148V",2019-03-01,4591.77
"CA1159A",2019-03-01,53466.89
"CA1160A",2019-03-01,13532.35
"CA1161V",2019-03-01,941.3
"CA1162V",2019-03-01,1069.86
"CA1163B",2019-03-01,962.85
"CA1165A",2019-03-01,9901.73
"CA1166V",2019-03-01,1545.52
"CA1167V",2019-03-01,2185.04
"CA1201A",2019-03-01,10911.33
"CA1202A",2019-03-01,17178.69
"CA1301A",2019-03-01,39685.73
"CA1302A",2019-03-01,48723.03
"CA1303A",2019-03-01,30118.76
"GLPSO",2019-03-01,61.1
"GOBDIE",2019-03-01,0
"GOOM002",2019-03-01,0
"GOOM003",2019-03-01,0
"GOOM005",2019-03-01,0
"MUGDIE",2019-03-01,0
"PP2216",2019-03-01,42.71
"PP2217B",2019-03-01,1715.76
"PP2218B",2019-03-01,458.19
"PP2224B",2019-03-01,409.86
"PP2272B",2019-03-01,500.08
"SACTIS",2019-03-01,0
"SPRAF",2019-03-01,39.23
"AC1160T",2019-04-01,833.3
"AC1161T",2019-04-01,488.41
"AC1163T",2019-04-01,1355.11
"AC1201B",2019-04-01,1606.55
"AC1202B",2019-04-01,532.3
"AC1203B",2019-04-01,443.29
"AC1204B",2019-04-01,244.98
"AC3104B",2019-04-01,2777.8
"AC3105B",2019-04-01,5677.91
"AC3106B",2019-04-01,480.35
"AC3107B",2019-04-01,3770.66
"AC3191B",2019-04-01,182.66
"AC3192B",2019-04-01,5207.75
"AC3193B",2019-04-01,9124.18
"ACCS009",2019-04-01,0.22
"AR00067",2019-04-01,103.27
"AR00068",2019-04-01,16.71
"AR00069",2019-04-01,10.4
"ART0082",2019-04-01,14.56
"BOXV",2019-04-01,72.82
"BOXVP",2019-04-01,87.18
"BT4001G",2019-04-01,221.48
"CA1147",2019-04-01,1612.46
"CA1148V",2019-04-01,4995.11
"CA1159A",2019-04-01,74106.11
"CA1160A",2019-04-01,19367.73
"CA1161V",2019-04-01,1229.69
"CA1162V",2019-04-01,1319.92
"CA1163B",2019-04-01,1409.41
"CA1165A",2019-04-01,13299.41
"CA1166V",2019-04-01,1980.32
"CA1167V",2019-04-01,3866.75
"CA1201A",2019-04-01,14644.19
"CA1202A",2019-04-01,25857.44
"CA1301A",2019-04-01,44099.36
"CA1302A",2019-04-01,74114.52
"CA1303A",2019-04-01,46942.77
"GLPSO",2019-04-01,18.09
"GOOM002",2019-04-01,2.5
"GOOM003",2019-04-01,0
"GOOM004",2019-04-01,1
"GOOM005",2019-04-01,0
"PP2216",2019-04-01,59.81
"PP2217B",2019-04-01,627.25
"PP2218B",2019-04-01,349.65
"PP2224B",2019-04-01,456.15
"PP2272B",2019-04-01,706
"AC1160T",2019-05-01,677.04
"AC1161T",2019-05-01,820.94
"AC1163T",2019-05-01,1390.54
"AC1201B",2019-05-01,2162.93
"AC1202B",2019-05-01,670.71
"AC1203B",2019-05-01,430.27
"AC1204B",2019-05-01,372.37
"AC3104B",2019-05-01,2668.55
"AC3105B",2019-05-01,1209.89
"AC3106B",2019-05-01,414.42
"AC3107B",2019-05-01,2533.46
"AC3191B",2019-05-01,198.66
"AC3192B",2019-05-01,6804.08
"AC3193B",2019-05-01,11852.32
"ACCS009",2019-05-01,4.16
"AR00067",2019-05-01,125.21
"AR00068",2019-05-01,22.63
"AR00069",2019-05-01,24.94
"ART0082",2019-05-01,14.55
"BOXDT",2019-05-01,169.57
"BOXH",2019-05-01,0
"BOXV",2019-05-01,147.7
"BOXVP",2019-05-01,356.27
"BT4001G",2019-05-01,1065.61
"CA1147",2019-05-01,1172.5
"CA1148V",2019-05-01,4351.68
"CA1159A",2019-05-01,87165.84
"CA1160A",2019-05-01,22081.95
"CA1161V",2019-05-01,1599.28
"CA1162V",2019-05-01,1408.77
"CA1163B",2019-05-01,2166.89
"CA1165A",2019-05-01,15926.07
"CA1166V",2019-05-01,1405.11
"CA1167V",2019-05-01,4153.27
"CA1201A",2019-05-01,14222.39
"CA1202A",2019-05-01,34028.4
"CA1301A",2019-05-01,59184.06
"CA1302A",2019-05-01,83617.76
"CA1303A",2019-05-01,53879.85
"CERCHOC",2019-05-01,16.05
"CERFRUI",2019-05-01,9.48
"GLPSO",2019-05-01,29.69
"GOOM002",2019-05-01,1.67
"GOOM003",2019-05-01,5.95
"GOOM005",2019-05-01,23.84
"PP2216",2019-05-01,148.61
"PP2217B",2019-05-01,997.54
"PP2218B",2019-05-01,641.25
"PP2224B",2019-05-01,617.72
"PP2272B",2019-05-01,1051.34
"SPANFR",2019-05-01,35.54
"AC1160T",2019-06-01,1133.16
"AC1161T",2019-06-01,2316.25
"AC1163T",2019-06-01,2140.37
"AC1201B",2019-06-01,2973.04
"AC1202B",2019-06-01,937.49
"AC1203B",2019-06-01,790.22
"AC1204B",2019-06-01,451.15
"AC3104B",2019-06-01,3951.72
"AC3105B",2019-06-01,249.24
"AC3106B",2019-06-01,126.11
"AC3107B",2019-06-01,2009.3
"AC3191B",2019-06-01,349.67
"AC3192B",2019-06-01,8727.92
"AC3193B",2019-06-01,17324.83
"ACCS009",2019-06-01,4.16
"AR00067",2019-06-01,206.49
"AR00068",2019-06-01,36.91
"AR00069",2019-06-01,34.63
"ART0082",2019-06-01,51.77
"BOXDT",2019-06-01,331.82
"BOXH",2019-06-01,279.38
"BOXV",2019-06-01,728.96
"BOXVP",2019-06-01,1009.57
"BT4001G",2019-06-01,2626.73
"CA1147",2019-06-01,1651.32
"CA1148V",2019-06-01,8347.11
"CA1159A",2019-06-01,132280.81
"CA1160A",2019-06-01,33679.83
"CA1161V",2019-06-01,3215.57
"CA1162V",2019-06-01,1921.92
"CA1163B",2019-06-01,3156.27
"CA1165A",2019-06-01,22425.32
"CA1166V",2019-06-01,2842.08
"CA1167V",2019-06-01,7808.52
"CA1201A",2019-06-01,26494.11
"CA1202A",2019-06-01,46483.04
"CA1301A",2019-06-01,91211.74
"CA1302A",2019-06-01,123282.15
"CA1303A",2019-06-01,83007.79
"CERCHOC",2019-06-01,13.64
"CERFRUI",2019-06-01,13.64
"GLPSO",2019-06-01,27.25
"GOOM002",2019-06-01,9.28
"GOOM003",2019-06-01,22.7
"GOOM005",2019-06-01,30.9
"LIVREC",2019-06-01,2.08
"PP2216",2019-06-01,256.73
"PP2217B",2019-06-01,1370.42
"PP2218B",2019-06-01,858.5
"PP2224B",2019-06-01,756.58
"PP2272B",2019-06-01,1251.51
"SPANFR",2019-06-01,17.77
"AC1160T",2019-07-01,1743.63
"AC1161T",2019-07-01,4018.11
"AC1163T",2019-07-01,2692.51
"AC1201B",2019-07-01,3592.91
"AC1202B",2019-07-01,1032.48
"AC1203B",2019-07-01,866.37
"AC1204B",2019-07-01,625.59
"AC3104B",2019-07-01,4892.9
"AC3105B",2019-07-01,1058.64
"AC3106B",2019-07-01,433.59
"AC3107B",2019-07-01,978.93
"AC3191B",2019-07-01,415.94
"AC3192B",2019-07-01,11602.49
"AC3193B",2019-07-01,24096.01
"ACCS009",2019-07-01,2.08
"AR00067",2019-07-01,289.75
"AR00068",2019-07-01,65.99
"AR00069",2019-07-01,36.8
"ART0082",2019-07-01,48.86
"BOXDT",2019-07-01,170.09
"BOXH",2019-07-01,484.11
"BOXV",2019-07-01,6290.83
"BOXVP",2019-07-01,1384.72
"BT4001G",2019-07-01,2548.36
"CA1147",2019-07-01,2083.46
"CA1148V",2019-07-01,25312.96
"CA1159A",2019-07-01,220493.62
"CA1160A",2019-07-01,67999.76
"CA1161V",2019-07-01,4482.34
"CA1162V",2019-07-01,3027.05
"CA1163B",2019-07-01,4078.49
"CA1165A",2019-07-01,36766.62
"CA1166V",2019-07-01,4672.35
"CA1167V",2019-07-01,12224
"CA1201A",2019-07-01,42915.97
"CA1202A",2019-07-01,85332.22
"CA1301A",2019-07-01,117121.85
"CA1302A",2019-07-01,207567.49
"CA1303A",2019-07-01,186963.64
"CERCHOC",2019-07-01,13882.49
"CERFRUI",2019-07-01,5155.71
"CERNATU",2019-07-01,570.98
"GLPSO",2019-07-01,12.22
"GOOM002",2019-07-01,10.53
"GOOM003",2019-07-01,0
"GOOM004",2019-07-01,0
"GOOM005",2019-07-01,18.92
"NEW1",2019-07-01,289
"PP2216",2019-07-01,237.71
"PP2217B",2019-07-01,1228
"PP2218B",2019-07-01,901.22
"PP2224B",2019-07-01,940.6
"PP2272B",2019-07-01,1286.05
"AC1160T",2019-08-01,1076.42
"AC1161T",2019-08-01,1708.98
"AC1163T",2019-08-01,2205.04
"AC1201B",2019-08-01,1832.01
"AC1202B",2019-08-01,704.1
"AC1203B",2019-08-01,503.42
"AC1204B",2019-08-01,262.05
"AC3104B",2019-08-01,3627.66
"AC3105B",2019-08-01,595.08
"AC3106B",2019-08-01,333.84
"AC3107B",2019-08-01,311.4
"AC3191B",2019-08-01,140.55
"AC3192B",2019-08-01,6734.96
"AC3193B",2019-08-01,14099.26
"ACCS009",2019-08-01,0
"AR00067",2019-08-01,235.31
"AR00068",2019-08-01,35.36
"AR00069",2019-08-01,39.84
"ART0082",2019-08-01,22.87
"BOXDT",2019-08-01,256.49
"BOXH",2019-08-01,95.9
"BOXV",2019-08-01,3751.65
"BOXVP",2019-08-01,87.18
"BT4001G",2019-08-01,1246.5
"CA1147",2019-08-01,1610.59
"CA1148V",2019-08-01,13891.88
"CA1159A",2019-08-01,138123.43
"CA1160A",2019-08-01,42972.78
"CA1161V",2019-08-01,2979.99
"CA1162V",2019-08-01,2306.08
"CA1163B",2019-08-01,2701.98
"CA1165A",2019-08-01,25505.95
"CA1166V",2019-08-01,2920.93
"CA1167V",2019-08-01,5331.18
"CA1201A",2019-08-01,23119.68
"CA1202A",2019-08-01,55828.53
"CA1301A",2019-08-01,78508.77
"CA1302A",2019-08-01,143663.64
"CA1303A",2019-08-01,110507.51
"CERCHOC",2019-08-01,8926.73
"CERFRUI",2019-08-01,3725.01
"CERNATU",2019-08-01,1605.28
"GOOM002",2019-08-01,8.34
"GOOM003",2019-08-01,10
"GOOM005",2019-08-01,15.84
"GOOS001",2019-08-01,0
"NEW1",2019-08-01,246.84
"PP2216",2019-08-01,225.99
"PP2217B",2019-08-01,912.43
"PP2218B",2019-08-01,640.14
"PP2224B",2019-08-01,565.51
"PP2272B",2019-08-01,1226.51
"AC1160T",2019-09-01,2337.27
"AC1161T",2019-09-01,1808.93
"AC1163T",2019-09-01,3520.43
"AC1201B",2019-09-01,3031.37
"AC1202B",2019-09-01,1036.85
"AC1203B",2019-09-01,1038.22
"AC1204B",2019-09-01,584.35
"AC3104B",2019-09-01,7207.09
"AC3105B",2019-09-01,668.42
"AC3106B",2019-09-01,338.19
"AC3107B",2019-09-01,404.16
"AC3191B",2019-09-01,284.36
"AC3192B",2019-09-01,11238.86
"AC3193B",2019-09-01,23963.13
"ACCS009",2019-09-01,4.16
"AR00067",2019-09-01,362.87
"AR00068",2019-09-01,49.69
"AR00069",2019-09-01,39.51
"ART0082",2019-09-01,50.83
"BOXDT",2019-09-01,786.37
"BOXV",2019-09-01,368.18
"BOXVP",2019-09-01,588.81
"BT4001G",2019-09-01,1243.28
"CA1147",2019-09-01,3127.82
"CA1148V",2019-09-01,18122.32
"CA1159A",2019-09-01,195982.31
"CA1160A",2019-09-01,47280.86
"CA1161V",2019-09-01,4656.93
"CA1162V",2019-09-01,2816.39
"CA1163B",2019-09-01,4242.01
"CA1165A",2019-09-01,33114.4
"CA1166V",2019-09-01,7189.39
"CA1167V",2019-09-01,14020.32
"CA1201A",2019-09-01,32967.82
"CA1202A",2019-09-01,77048.23
"CA1301A",2019-09-01,155185.67
"CA1302A",2019-09-01,186732.38
"CA1303A",2019-09-01,107002.19
"CERCHOC",2019-09-01,14694.3
"CERFRUI",2019-09-01,5476.98
"CERNATU",2019-09-01,2923.35
"GOOM002",2019-09-01,4.78
"GOOM003",2019-09-01,5
"GOOM004",2019-09-01,0
"GOOM005",2019-09-01,13.38
"GOOS001",2019-09-01,1.08
"NEW1",2019-09-01,264.3
"PP2216",2019-09-01,385.95
"PP2217B",2019-09-01,1950.62
"PP2218B",2019-09-01,1411.1
"PP2224B",2019-09-01,1336.84
"PP2272B",2019-09-01,2070.25
"AC1160T",2019-10-01,3033.67
"AC1161T",2019-10-01,1583.25
"AC1163T",2019-10-01,4682.62
"AC1201B",2019-10-01,3732.17
"AC1202B",2019-10-01,1521.88
"AC1203B",2019-10-01,1492.58
"AC1204B",2019-10-01,707.3
"AC3104B",2019-10-01,7703.28
"AC3105B",2019-10-01,921.48
"AC3106B",2019-10-01,389.11
"AC3107B",2019-10-01,235.93
"AC3191B",2019-10-01,378.55
"AC3192B",2019-10-01,14103.03
"AC3193B",2019-10-01,27869.05
"ACCS009",2019-10-01,4.59
"AR00067",2019-10-01,366.06
"AR00068",2019-10-01,67.96
"AR00069",2019-10-01,61.63
"ART0082",2019-10-01,57.94
"BOXDT",2019-10-01,1130.28
"BOXH",2019-10-01,345.53
"BOXV",2019-10-01,653.89
"BOXVP",2019-10-01,1527.22
"BT4001G",2019-10-01,1928.6
"CA1147",2019-10-01,3596.87
"CA1148V",2019-10-01,19588.69
"CA1159A",2019-10-01,247861.74
"CA1160A",2019-10-01,60092.04
"CA1161V",2019-10-01,5644.07
"CA1162V",2019-10-01,3467.99
"CA1163B",2019-10-01,5660.84
"CA1165A",2019-10-01,45494.61
"CA1166V",2019-10-01,12200.56
"CA1167V",2019-10-01,19417.9
"CA1201A",2019-10-01,50415.07
"CA1202A",2019-10-01,98765.05
"CA1301A",2019-10-01,153372.4
"CA1302A",2019-10-01,254428.4
"CA1303A",2019-10-01,161862.46
"CERCHOC",2019-10-01,19551.33
"CERFRUI",2019-10-01,6394.4
"CERNATU",2019-10-01,3881.33
"GLPSO",2019-10-01,6.11
"GOBDIE",2019-10-01,1.25
"GOOM002",2019-10-01,17.74
"GOOM003",2019-10-01,0
"GOOM004",2019-10-01,0
"GOOM005",2019-10-01,9.08
"GOOS001",2019-10-01,0
"NEW1",2019-10-01,202.56
"PP2216",2019-10-01,503.72
"PP2217B",2019-10-01,2283.59
"PP2218B",2019-10-01,1650.09
"PP2224B",2019-10-01,1477.22
"PP2272B",2019-10-01,2470.05
"SPRAF",2019-10-01,0
"AC1160T",2019-11-01,2689.34
"AC1161T",2019-11-01,1918.28
"AC1163T",2019-11-01,4710.85
"AC1201B",2019-11-01,3761.19
"AC1202B",2019-11-01,1436.93
"AC1203B",2019-11-01,1476.26
"AC1204B",2019-11-01,534.5
"AC3104B",2019-11-01,6193.12
"AC3105B",2019-11-01,706.94
"AC3106B",2019-11-01,446.58
"AC3107B",2019-11-01,166.43
"AC3191B",2019-11-01,413.75
"AC3192B",2019-11-01,12914.66
"AC3193B",2019-11-01,24858.16
"ACCS009",2019-11-01,9.6
"AR00067",2019-11-01,291.73
"AR00068",2019-11-01,59.88
"AR00069",2019-11-01,52.79
"ART0082",2019-11-01,37.23
"BOXDT",2019-11-01,964.69
"BOXFP",2019-11-01,618.68
"BOXFS",2019-11-01,460.22
"BOXH",2019-11-01,241.48
"BOXV",2019-11-01,216.12
"BOXVP",2019-11-01,1552.38
"BT4001G",2019-11-01,1584.41
"CA1147",2019-11-01,2927.78
"CA1148V",2019-11-01,16995.88
"CA1159A",2019-11-01,215342.21
"CA1160A",2019-11-01,56215.42
"CA1161V",2019-11-01,6158.96
"CA1162V",2019-11-01,3404.31
"CA1163B",2019-11-01,4954.71
"CA1165A",2019-11-01,40444.08
"CA1166V",2019-11-01,10636.87
"CA1167V",2019-11-01,14386.1
"CA1201A",2019-11-01,39285.2
"CA1202A",2019-11-01,92159.74
"CA1301A",2019-11-01,127289.97
"CA1302A",2019-11-01,233285.8
"CA1303A",2019-11-01,150995.18
"CERCHOC",2019-11-01,17879.48
"CERFRUI",2019-11-01,5868.41
"CERNATU",2019-11-01,3716.53
"GLPSO",2019-11-01,43.86
"GOBDIE",2019-11-01,0
"GOOM002",2019-11-01,11.89
"GOOM003",2019-11-01,0
"GOOM004",2019-11-01,0
"GOOM005",2019-11-01,2.36
"GOOM006",2019-11-01,0
"GOOS001",2019-11-01,0
"LIVREC",2019-11-01,0
"MUGDIE",2019-11-01,0
"NEW1",2019-11-01,246.84
"PP2216",2019-11-01,377.19
"PP2217B",2019-11-01,2387.24
"PP2218B",2019-11-01,1701.73
"PP2224B",2019-11-01,1631.04
"PP2272B",2019-11-01,2538.49
"AC1160T",2019-12-01,2254.31
"AC1161T",2019-12-01,1354.44
"AC1163T",2019-12-01,3591.45
"AC1201B",2019-12-01,2632.46
"AC1202B",2019-12-01,1212.34
"AC1203B",2019-12-01,1125.76
"AC1204B",2019-12-01,650.84
"AC3104B",2019-12-01,4588.33
"AC3105B",2019-12-01,694.9
"AC3106B",2019-12-01,197.52
"AC3107B",2019-12-01,96.82
"AC3191B",2019-12-01,356.06
"AC3192B",2019-12-01,9622.71
"AC3193B",2019-12-01,20397.83
"ACCS009",2019-12-01,0
"AR00004",2019-12-01,0
"AR00067",2019-12-01,155.43
"AR00068",2019-12-01,26.51
"AR00069",2019-12-01,26.66
"ART0082",2019-12-01,66.13
"BOXDT",2019-12-01,333.63
"BOXFP",2019-12-01,32358.03
"BOXFS",2019-12-01,25164.48
"BOXV",2019-12-01,212.29
"BOXVP",2019-12-01,862.19
"BT4001G",2019-12-01,1177.56
"CA1147",2019-12-01,2311.2
"CA1148V",2019-12-01,17437.1
"CA1159A",2019-12-01,219578.63
"CA1160A",2019-12-01,74381.98
"CA1161V",2019-12-01,40324.94
"CA1162V",2019-12-01,2553.45
"CA1163B",2019-12-01,3520.16
"CA1165A",2019-12-01,36273.79
"CA1166V",2019-12-01,5410.17
"CA1167V",2019-12-01,12450.56
"CA1201A",2019-12-01,30831.61
"CA1202A",2019-12-01,80022.2
"CA1301A",2019-12-01,81162.43
"CA1302A",2019-12-01,186724.84
"CA1303A",2019-12-01,325398.13
"CERCHOC",2019-12-01,16142.14
"CERFRUI",2019-12-01,5052.69
"CERNATU",2019-12-01,3546.2
"GLPSO",2019-12-01,31.06
"GOBDIE",2019-12-01,0
"GOOM002",2019-12-01,7.1
"GOOM003",2019-12-01,16.32
"GOOM004",2019-12-01,0
"GOOM005",2019-12-01,23.77
"GOOM006",2019-12-01,0
"GOOS001",2019-12-01,0
"NEW1",2019-12-01,174.24
"PP2216",2019-12-01,335.62
"PP2217B",2019-12-01,1750.19
"PP2218B",2019-12-01,1288.12
"PP2224B",2019-12-01,1189.63
"PP2272B",2019-12-01,1878.12
"AC1160T",2020-01-01,4057.54
"AC1161T",2020-01-01,1549.89
"AC1163T",2020-01-01,6193.92
"AC1201B",2020-01-01,4004.41
"AC1202B",2020-01-01,1576.24
"AC1203B",2020-01-01,1302.19
"AC1204B",2020-01-01,757.14
"AC3104B",2020-01-01,7620.4
"AC3105B",2020-01-01,977.46
"AC3106B",2020-01-01,462.24
"AC3107B",2020-01-01,263.54
"AC3191B",2020-01-01,336.89
"AC3192B",2020-01-01,13589.33
"AC3193B",2020-01-01,29661.43
"ACCS009",2020-01-01,3.33
"AR00004",2020-01-01,0
"AR00067",2020-01-01,401.36
"AR00068",2020-01-01,88.26
"AR00069",2020-01-01,45.82
"ART0082",2020-01-01,71.46
"BOXDT",2020-01-01,1794.94
"BOXH",2020-01-01,271.76
"BOXSER",2020-01-01,32.13
"BOXSIL",2020-01-01,141.03
"BOXVIT",2020-01-01,84.85
"BOXVP",2020-01-01,2361.31
"BT4001G",2020-01-01,1595.64
"CA1147",2020-01-01,3573.89
"CA1148V",2020-01-01,19371.32
"CA1159A",2020-01-01,259314.77
"CA1160A",2020-01-01,64065.63
"CA1161V",2020-01-01,6568.18
"CA1162V",2020-01-01,2910.29
"CA1163B",2020-01-01,4934.28
"CA1165A",2020-01-01,43777.67
"CA1166V",2020-01-01,7362.29
"CA1167V",2020-01-01,17553.12
"CA1201A",2020-01-01,37316.97
"CA1202A",2020-01-01,105523.44
"CA1301A",2020-01-01,227275.95
"CA1302A",2020-01-01,248260.76
"CA1303A",2020-01-01,126006.71
"CERCHOC",2020-01-01,21701.79
"CERFRUI",2020-01-01,7016.4
"CERNATU",2020-01-01,4486
"GLPSO",2020-01-01,82.01
"GOOM002",2020-01-01,12.63
"GOOM003",2020-01-01,0
"GOOM005",2020-01-01,15.15
"MUGDIE",2020-01-01,0
"NEW1",2020-01-01,230.88
"PP2216",2020-01-01,431.1
"PP2217B",2020-01-01,2510.82
"PP2218B",2020-01-01,1971.67
"PP2224B",2020-01-01,1996.64
"PP2272B",2020-01-01,3108.88
"AC1160T",2020-02-01,2977.74
"AC1161T",2020-02-01,2067.03
"AC1163T",2020-02-01,5393.56
"AC1201B",2020-02-01,4812.37
"AC1202B",2020-02-01,1681.79
"AC1203B",2020-02-01,1566.96
"AC1204B",2020-02-01,1258.91
"AC3104B",2020-02-01,9450.14
"AC3105B",2020-02-01,1164.31
"AC3106B",2020-02-01,604.96
"AC3107B",2020-02-01,301.32
"AC3191B",2020-02-01,490.6
"AC3192B",2020-02-01,14258.22
"AC3193B",2020-02-01,32070.96
"ACCS009",2020-02-01,6.54
"AR00004",2020-02-01,11.85
"AR00067",2020-02-01,444.62
"AR00068",2020-02-01,74.89
"AR00069",2020-02-01,64.06
"ART0082",2020-02-01,51.76
"BOXDIG",2020-02-01,87.84
"BOXDT",2020-02-01,495.04
"BOXFP",2020-02-01,108.06
"BOXH",2020-02-01,196.21
"BOXHAR",2020-02-01,45.81
"BOXSER",2020-02-01,66.27
"BOXV",2020-02-01,148.44
"BOXVIT",2020-02-01,201.09
"BOXVP",2020-02-01,1487.61
"BT4001G",2020-02-01,1659.29
"CA1147",2020-02-01,3621.48
"CA1148V",2020-02-01,21267.7
"CA1159A",2020-02-01,279976.41
"CA1160A",2020-02-01,67518.46
"CA1161V",2020-02-01,5960.15
"CA1162V",2020-02-01,3550.79
"CA1163B",2020-02-01,4924.81
"CA1165A",2020-02-01,49255.53
"CA1166V",2020-02-01,8570.72
"CA1167V",2020-02-01,18648.24
"CA1201A",2020-02-01,63107.21
"CA1202A",2020-02-01,112321.3
"CA1301A",2020-02-01,192227.54
"CA1302A",2020-02-01,266219.14
"CA1303A",2020-02-01,166466.67
"CERCHOC",2020-02-01,23956.78
"CERFRUI",2020-02-01,7358.32
"CERNATU",2020-02-01,5026.17
"GLPSO",2020-02-01,46.84
"GOOM002",2020-02-01,13.75
"GOOM003",2020-02-01,26.46
"GOOM004",2020-02-01,0
"GOOM005",2020-02-01,10.08
"GOOS001",2020-02-01,0
"NEW1",2020-02-01,492.7
"PP2216",2020-02-01,561.46
"PP2217B",2020-02-01,2605
"PP2218B",2020-02-01,2055.14
"PP2224B",2020-02-01,2062.66
"PP2272B",2020-02-01,2924.49
"AC1160T",2020-03-01,2124.17
"AC1161T",2020-03-01,1414.08
"AC1163T",2020-03-01,4685.05
"AC1201B",2020-03-01,4839.45
"AC1202B",2020-03-01,1305.76
"AC1203B",2020-03-01,1428.23
"AC1204B",2020-03-01,742.52
"AC3104B",2020-03-01,7955.28
"AC3105B",2020-03-01,1304.42
"AC3106B",2020-03-01,462.25
"AC3107B",2020-03-01,521.23
"AC3191B",2020-03-01,341.61
"AC3192B",2020-03-01,15430.84
"AC3193B",2020-03-01,32232.12
"ACCS009",2020-03-01,8.43
"AR00067",2020-03-01,251.7
